name	Unique Positions	Total Tags
scaffold_10165	1	1.0
scaffold_10166	1	1.0
scaffold_10167	1	1.0
scaffold_10168	1	1.0
scaffold_10169	2	2.0
scaffold_1017	650	1783.0
scaffold_10171	4	4.0
scaffold_10174	1	1.0
scaffold_10178	4	5.0
scaffold_1018	13	15.0
scaffold_10181	2	2.0
scaffold_10183	2	2.0
scaffold_10184	2	2.0
scaffold_10186	1	1.0
scaffold_1019	25	69.0
scaffold_10190	1	1.0
scaffold_10192	8	9.0
scaffold_10193	1	1.0
scaffold_10195	0	0.0
scaffold_10197	1	1.0
scaffold_10198	4	4.0
scaffold_10199	1	1.0
scaffold_102	20	27.0
scaffold_1020	101	102.0
scaffold_10202	1	1.0
scaffold_10204	4	4.0
scaffold_10205	1	1.0
scaffold_10207	1	1.0
scaffold_10208	0	0.0
scaffold_10209	1	1.0
scaffold_1021	9	9.0
scaffold_10210	1	1.0
scaffold_10211	4	5.0
scaffold_10216	10	10.0
scaffold_1022	27	28.0
scaffold_10220	1	1.0
scaffold_10223	1	1.0
scaffold_10224	1	1.0
scaffold_10225	2	2.0
scaffold_10228	1	1.0
scaffold_10229	3	3.0
scaffold_1023	10	14.0
scaffold_10231	1	1.0
scaffold_10232	1	1.0
scaffold_10233	2	2.0
scaffold_10234	2	2.0
scaffold_10238	4	8.0
scaffold_10239	1	2.0
scaffold_1024	8	8.0
scaffold_10240	1	1.0
scaffold_10242	0	0.0
scaffold_10243	2	2.0
scaffold_10244	1	1.0
scaffold_10245	2	2.0
scaffold_10246	1	1.0
scaffold_10249	1	1.0
scaffold_1025	63	67.0
scaffold_10250	3	3.0
scaffold_10251	2	4.0
scaffold_10253	2	2.0
scaffold_10254	2	2.0
scaffold_10255	1	1.0
scaffold_10256	4	4.0
scaffold_10257	3	3.0
scaffold_10258	1	1.0
scaffold_10259	2	2.0
scaffold_1026	39	41.0
scaffold_10260	1	1.0
scaffold_10262	4	4.0
scaffold_10263	2	2.0
scaffold_10264	0	0.0
scaffold_10265	4	4.0
scaffold_10266	1	1.0
scaffold_10268	3	4.0
scaffold_1027	92	99.0
scaffold_10270	4	4.0
scaffold_10272	1	1.0
scaffold_10273	1	1.0
scaffold_10274	3	3.0
scaffold_10275	18	18.0
scaffold_10278	0	0.0
scaffold_10279	9	9.0
scaffold_1028	21	21.0
scaffold_10281	2	5.0
scaffold_10282	0	0.0
scaffold_10283	1	1.0
scaffold_10284	1	1.0
scaffold_10288	1	1.0
scaffold_1029	14	14.0
scaffold_10290	2	2.0
scaffold_10291	6	6.0
scaffold_10292	1	1.0
scaffold_10296	1	3.0
scaffold_10298	13	16.0
scaffold_10299	17	18.0
scaffold_103	198	337.0
scaffold_1030	28	35.0
scaffold_10300	1	1.0
scaffold_10301	27	30.0
scaffold_10302	1	1.0
scaffold_10303	1	1.0
scaffold_10304	9	10.0
scaffold_10305	1	1.0
scaffold_10307	2	2.0
scaffold_10309	1	1.0
scaffold_1031	44	48.0
scaffold_10313	2	2.0
scaffold_10314	7	8.0
scaffold_10319	0	0.0
scaffold_1032	10	10.0
scaffold_10322	20	20.0
scaffold_10324	2	6.0
scaffold_10326	1	1.0
scaffold_10328	12	14.0
scaffold_1033	9	9.0
scaffold_10330	1	1.0
scaffold_10331	2	2.0
scaffold_10332	0	0.0
scaffold_10334	1	1.0
scaffold_10336	0	0.0
scaffold_10337	3	10.0
scaffold_10338	10	13.0
scaffold_1034	9	11.0
scaffold_10340	4	4.0
scaffold_10341	295	712.0
scaffold_10342	1	1.0
scaffold_10343	1	1.0
scaffold_10344	1	1.0
scaffold_10345	1	1.0
scaffold_10346	14	84.0
scaffold_10347	2	2.0
scaffold_10348	4	4.0
scaffold_10349	1	1.0
scaffold_1035	365	440.0
scaffold_10350	1	1.0
scaffold_10351	3	3.0
scaffold_10353	15	16.0
scaffold_10355	2	2.0
scaffold_10357	1	1.0
scaffold_10359	2	2.0
scaffold_1036	107	110.0
scaffold_10360	1	1.0
scaffold_10361	2	2.0
scaffold_10362	2	3.0
scaffold_10363	1	1.0
scaffold_10366	1	1.0
scaffold_10368	196	321.0
scaffold_1037	59	63.0
scaffold_10370	1	1.0
scaffold_10374	2	2.0
scaffold_10375	4	4.0
scaffold_10377	1	1.0
scaffold_10378	1	1.0
scaffold_10379	1	1.0
scaffold_1038	40	48.0
scaffold_10380	6	6.0
scaffold_10382	1	1.0
scaffold_10383	1	1.0
scaffold_10385	1	1.0
scaffold_10387	18	18.0
scaffold_1039	11	12.0
scaffold_10390	15	16.0
scaffold_10391	6	6.0
scaffold_10392	7	7.0
scaffold_10393	4	4.0
scaffold_10394	1	1.0
scaffold_10395	5	31.0
scaffold_10397	2	4.0
scaffold_10398	1	1.0
scaffold_104	20	23.0
scaffold_1040	17	19.0
scaffold_10400	3	3.0
scaffold_10403	47	66.0
scaffold_10405	15	16.0
scaffold_10406	84	224.0
scaffold_10407	1	1.0
scaffold_1041	5	5.0
scaffold_10416	1	1.0
scaffold_10417	1	1.0
scaffold_10419	5	6.0
scaffold_10420	1	1.0
scaffold_10421	1	1.0
scaffold_10425	3	3.0
scaffold_10426	2	3.0
scaffold_10428	132	227.0
scaffold_10429	2	2.0
scaffold_1043	6	6.0
scaffold_10432	43	71.0
scaffold_10433	2	3.0
scaffold_10435	1	2.0
scaffold_10438	15	20.0
scaffold_10439	1	1.0
scaffold_1044	109	124.0
scaffold_10443	5	6.0
scaffold_10445	4	4.0
scaffold_10447	1	1.0
scaffold_1045	10	10.0
scaffold_10450	5	5.0
scaffold_10453	2	2.0
scaffold_10455	1	4.0
scaffold_10456	2	3.0
scaffold_10458	1	1.0
scaffold_10459	2	2.0
scaffold_1046	93	105.0
scaffold_10460	1	1.0
scaffold_10461	0	0.0
scaffold_10462	2	2.0
scaffold_10464	537	1771.0
scaffold_10466	2	2.0
scaffold_10468	1	2.0
scaffold_10469	2	5.0
scaffold_1047	70	76.0
scaffold_10470	1	1.0
scaffold_10471	1	1.0
scaffold_10472	1	1.0
scaffold_10473	32	33.0
scaffold_10477	3	3.0
scaffold_1048	4	4.0
scaffold_10480	2	2.0
scaffold_10481	12	16.0
scaffold_10482	2	2.0
scaffold_10483	1	1.0
scaffold_10484	1	1.0
scaffold_10486	9	10.0
scaffold_10487	1	1.0
scaffold_10488	8	8.0
scaffold_1049	7	8.0
scaffold_10490	2	2.0
scaffold_10492	1	1.0
scaffold_10493	1	1.0
scaffold_10494	1	1.0
scaffold_10495	1	2.0
scaffold_10497	1	1.0
scaffold_10498	2	2.0
scaffold_10499	164	420.0
scaffold_105	95	105.0
scaffold_1050	62	62.0
scaffold_10500	2	3.0
scaffold_10501	3	3.0
scaffold_10502	14	14.0
scaffold_10503	2	2.0
scaffold_10508	38	166.0
scaffold_1051	17	17.0
scaffold_10510	3	3.0
scaffold_10511	1	1.0
scaffold_10514	1	1.0
scaffold_10515	19	22.0
scaffold_10516	4	5.0
scaffold_10517	12	12.0
scaffold_10519	10	12.0
scaffold_1052	13	13.0
scaffold_10522	2	2.0
scaffold_10525	1	1.0
scaffold_10527	2	3.0
scaffold_1053	3	3.0
scaffold_10533	1	1.0
scaffold_10535	1	1.0
scaffold_10537	5	5.0
scaffold_10538	8	8.0
scaffold_10539	14	15.0
scaffold_1054	5	6.0
scaffold_10540	15	16.0
scaffold_10543	4	4.0
scaffold_10544	8	8.0
scaffold_10545	1	1.0
scaffold_10546	1	1.0
scaffold_10547	0	0.0
scaffold_10549	4	4.0
scaffold_1055	2	2.0
scaffold_10551	9	9.0
scaffold_10552	5	6.0
scaffold_10553	1	1.0
scaffold_10554	14	16.0
scaffold_10556	16	17.0
scaffold_10557	0	0.0
scaffold_10558	2	2.0
scaffold_10559	8	9.0
scaffold_1056	78	81.0
scaffold_10560	2	2.0
scaffold_10561	10	11.0
scaffold_10564	2	2.0
scaffold_10565	1	1.0
scaffold_10567	11	12.0
scaffold_10568	14	17.0
scaffold_1057	13	15.0
scaffold_10573	3	3.0
scaffold_10576	1	1.0
scaffold_10577	0	0.0
scaffold_10579	3	4.0
scaffold_1058	63	66.0
scaffold_10581	1	1.0
scaffold_10583	5	5.0
scaffold_10584	2	3.0
scaffold_10585	1	1.0
scaffold_10586	2	2.0
scaffold_10587	1	1.0
scaffold_10588	11	13.0
scaffold_10589	4	4.0
scaffold_1059	54	56.0
scaffold_10590	2	2.0
scaffold_10593	1	1.0
scaffold_10594	4	4.0
scaffold_10595	1	1.0
scaffold_10596	1	1.0
scaffold_10598	47	57.0
scaffold_10599	3	3.0
scaffold_106	87	93.0
scaffold_1060	159	168.0
scaffold_10601	1	2.0
scaffold_10604	0	0.0
scaffold_10605	6	6.0
scaffold_10606	1	1.0
scaffold_10608	1	1.0
scaffold_10609	0	0.0
scaffold_1061	46	49.0
scaffold_10610	2	2.0
scaffold_10612	23	24.0
scaffold_10613	1	1.0
scaffold_10614	2	5.0
scaffold_10615	1	1.0
scaffold_10616	5	6.0
scaffold_10617	13	15.0
scaffold_10618	2	2.0
scaffold_10619	3	3.0
scaffold_1062	6	10.0
scaffold_10620	4	66.0
scaffold_10621	2	2.0
scaffold_10622	4	4.0
scaffold_10624	11	12.0
scaffold_10625	2	2.0
scaffold_10627	11	12.0
scaffold_10629	2	2.0
scaffold_1063	27	33.0
scaffold_10631	1	1.0
scaffold_10634	1	1.0
scaffold_10636	7	7.0
scaffold_10638	3	3.0
scaffold_10639	1	1.0
scaffold_1064	80	90.0
scaffold_10640	57	75.0
scaffold_10642	5	5.0
scaffold_10648	9	10.0
scaffold_1065	12	12.0
scaffold_10652	462	1158.0
scaffold_10656	6	9.0
scaffold_10657	1	1.0
scaffold_10658	1	1.0
scaffold_1066	18	20.0
scaffold_10661	1	1.0
scaffold_10662	9	9.0
scaffold_10664	1	1.0
scaffold_10666	2	2.0
scaffold_10667	5	8.0
scaffold_10668	3	3.0
scaffold_10669	3	4.0
scaffold_1067	19	34.0
scaffold_10671	2	2.0
scaffold_10674	5	6.0
scaffold_10676	2	2.0
scaffold_10678	143	259.0
scaffold_1068	20	24.0
scaffold_10680	23	25.0
scaffold_10681	1	1.0
scaffold_10682	3	3.0
scaffold_10683	9	13.0
scaffold_10685	1	1.0
scaffold_10688	1	1.0
scaffold_1069	27	28.0
scaffold_10690	3	5.0
scaffold_10692	2	2.0
scaffold_10693	1	1.0
scaffold_10695	23	23.0
scaffold_10696	4	4.0
scaffold_10698	7	7.0
scaffold_10699	4	4.0
scaffold_107	53	59.0
scaffold_1070	10	10.0
scaffold_10701	1	1.0
scaffold_10702	3	3.0
scaffold_10704	1	1.0
scaffold_10705	1	1.0
scaffold_10706	1	1.0
scaffold_10708	5	8.0
scaffold_10709	2	2.0
scaffold_1071	6	6.0
scaffold_10710	0	0.0
scaffold_10714	5	5.0
scaffold_10715	0	0.0
scaffold_10716	1	3.0
scaffold_10717	7	11.0
scaffold_10718	1	1.0
scaffold_10719	6	7.0
scaffold_1072	32	35.0
scaffold_10720	2	2.0
scaffold_10721	2	3.0
scaffold_10722	2	2.0
scaffold_10723	1	1.0
scaffold_10726	1	1.0
scaffold_10727	10	15.0
scaffold_1073	8	8.0
scaffold_10731	1	1.0
scaffold_10732	2	3.0
scaffold_10733	12	12.0
scaffold_10734	1	1.0
scaffold_10735	2	2.0
scaffold_10737	10	10.0
scaffold_10738	43	49.0
scaffold_1074	12	12.0
scaffold_10741	2	4.0
scaffold_10742	2	2.0
scaffold_10743	10	20.0
scaffold_10749	48	51.0
scaffold_1075	10	10.0
scaffold_10750	1	1.0
scaffold_10752	3	3.0
scaffold_10754	2	2.0
scaffold_10755	1	1.0
scaffold_10756	3	3.0
scaffold_10758	1	1.0
scaffold_10759	1	1.0
scaffold_1076	57	59.0
scaffold_10760	12	14.0
scaffold_10761	1	2.0
scaffold_10763	1	1.0
scaffold_10764	1	1.0
scaffold_10765	2	2.0
scaffold_10766	6	8.0
scaffold_10767	1	1.0
scaffold_10768	3	4.0
scaffold_10769	3	3.0
scaffold_1077	143	394.0
scaffold_10771	2	2.0
scaffold_10773	1	1.0
scaffold_10774	2	2.0
scaffold_10777	1	23.0
scaffold_10778	3	3.0
scaffold_10779	1	1.0
scaffold_1078	17	19.0
scaffold_10780	2	3.0
scaffold_10781	10	11.0
scaffold_10782	1	1.0
scaffold_10784	6	6.0
scaffold_10785	1	1.0
scaffold_10787	1	1.0
scaffold_10788	2	2.0
scaffold_1079	42	51.0
scaffold_10793	2	2.0
scaffold_10794	1	1.0
scaffold_10799	2	2.0
scaffold_108	14	14.0
scaffold_1080	13	13.0
scaffold_10800	2	2.0
scaffold_10804	1	1.0
scaffold_10805	3	3.0
scaffold_10807	40	47.0
scaffold_1081	4	4.0
scaffold_10814	1	1.0
scaffold_10816	1	1.0
scaffold_10817	2	2.0
scaffold_10818	3	3.0
scaffold_1082	56	64.0
scaffold_10820	1	1.0
scaffold_10822	4	5.0
scaffold_10823	2	3.0
scaffold_10824	1	1.0
scaffold_10825	1	1.0
scaffold_10826	2	2.0
scaffold_10827	2	2.0
scaffold_10828	1	1.0
scaffold_10829	8	8.0
scaffold_1083	28	39.0
scaffold_10830	2	2.0
scaffold_10831	4	5.0
scaffold_10834	3	3.0
scaffold_10835	4	5.0
scaffold_10836	2	3.0
scaffold_10837	1	1.0
scaffold_10839	3	3.0
scaffold_1084	64	74.0
scaffold_10840	1	1.0
scaffold_10841	1	1.0
scaffold_10842	10	10.0
scaffold_10843	2	2.0
scaffold_10844	1	1.0
scaffold_10846	13	16.0
scaffold_10848	2	2.0
scaffold_1085	76	82.0
scaffold_10850	1	2.0
scaffold_10852	14	14.0
scaffold_10853	11	21.0
scaffold_10854	6	8.0
scaffold_10855	21	22.0
scaffold_10856	29	30.0
scaffold_10857	98	123.0
scaffold_10858	1	1.0
scaffold_1086	3	3.0
scaffold_10860	1	1.0
scaffold_10861	1	1.0
scaffold_10862	0	0.0
scaffold_10863	3	5.0
scaffold_10866	1	1.0
scaffold_10867	1	1.0
scaffold_10869	3	3.0
scaffold_1087	32	32.0
scaffold_10873	5	5.0
scaffold_10874	1	1.0
scaffold_10877	2	2.0
scaffold_1088	10	10.0
scaffold_10881	0	0.0
scaffold_10882	2	2.0
scaffold_10883	2	3.0
scaffold_10885	10	12.0
scaffold_10887	2	2.0
scaffold_10888	1	1.0
scaffold_1089	306	832.0
scaffold_10892	2	2.0
scaffold_10896	14	14.0
scaffold_10898	1	1.0
scaffold_109	203	4572.0
scaffold_1090	65	71.0
scaffold_10901	9	9.0
scaffold_10903	8	14.0
scaffold_10904	6	7.0
scaffold_10905	1	1.0
scaffold_10907	1	1.0
scaffold_10909	1	1.0
scaffold_1091	10	11.0
scaffold_10910	0	0.0
scaffold_10911	3	4.0
scaffold_10915	1	1.0
scaffold_10916	6	6.0
scaffold_10918	1	1.0
scaffold_1092	9	9.0
scaffold_10920	1	1.0
scaffold_10922	1	2.0
scaffold_1093	7	9.0
scaffold_10933	1	1.0
scaffold_10936	1	1.0
scaffold_10937	6	6.0
scaffold_10938	2	2.0
scaffold_1094	3	3.0
scaffold_10944	1	1.0
scaffold_10947	2	3.0
scaffold_10949	1	1.0
scaffold_1095	24	24.0
scaffold_10950	1	3.0
scaffold_10951	1	1.0
scaffold_10952	5	5.0
scaffold_10953	4	5.0
scaffold_10954	8	9.0
scaffold_10955	4	6.0
scaffold_10956	1	3.0
scaffold_10957	2	2.0
scaffold_10958	1	1.0
scaffold_10959	1	1.0
scaffold_1096	6	9.0
scaffold_10960	11	13.0
scaffold_10962	1	1.0
scaffold_10963	2	2.0
scaffold_10964	23	214.0
scaffold_10966	1	1.0
scaffold_1097	46	47.0
scaffold_10971	1	1.0
scaffold_10972	18	18.0
scaffold_10973	1	1.0
scaffold_10974	2	2.0
scaffold_10975	0	0.0
scaffold_10976	5	6.0
scaffold_10979	1	1.0
scaffold_1098	76	104.0
scaffold_10981	3	3.0
scaffold_10983	1	1.0
scaffold_10984	1	1.0
scaffold_10985	2	2.0
scaffold_10988	3	3.0
scaffold_10989	1	1.0
scaffold_1099	100	102.0
scaffold_10991	2	2.0
scaffold_10992	1	1.0
scaffold_10994	1	2.0
scaffold_10996	1	1.0
scaffold_10999	2	2.0
scaffold_11	293	324.0
scaffold_110	106	111.0
scaffold_1100	17	17.0
scaffold_11000	7	10.0
scaffold_11001	1	1.0
scaffold_11003	49	49.0
scaffold_11005	1	1.0
scaffold_11006	1	1.0
scaffold_11007	12	14.0
scaffold_11008	4	4.0
scaffold_1101	60	64.0
scaffold_11010	1	1.0
scaffold_11012	1	1.0
scaffold_11015	21	31.0
scaffold_11016	1	1.0
scaffold_11017	2	2.0
scaffold_1102	8	10.0
scaffold_11020	2	2.0
scaffold_11021	1	1.0
scaffold_11023	8	8.0
scaffold_11024	13	15.0
scaffold_11025	66	91.0
scaffold_11026	7	7.0
scaffold_11027	0	0.0
scaffold_11028	1	1.0
scaffold_1103	47	50.0
scaffold_11032	0	0.0
scaffold_11033	1	1.0
scaffold_11034	3	3.0
scaffold_11037	1	1.0
scaffold_1104	20	23.0
scaffold_11040	2	2.0
scaffold_11042	1	1.0
scaffold_11044	1	1.0
scaffold_11046	6	6.0
scaffold_11047	1	1.0
scaffold_11049	5	11.0
scaffold_1105	17	19.0
scaffold_11050	3	3.0
scaffold_11051	1	1.0
scaffold_11052	1	1.0
scaffold_11054	6	8.0
scaffold_11055	0	0.0
scaffold_11056	1	1.0
scaffold_11058	2	2.0
scaffold_1106	54	55.0
scaffold_11063	1	1.0
scaffold_11064	1	1.0
scaffold_11065	7	8.0
scaffold_11066	1	1.0
scaffold_11067	1	1.0
scaffold_11069	0	0.0
scaffold_1107	3	3.0
scaffold_11070	2	2.0
scaffold_11071	2	2.0
scaffold_11074	1	1.0
scaffold_11075	0	0.0
scaffold_11077	2	2.0
scaffold_11079	16	17.0
scaffold_1108	10	17.0
scaffold_11080	11	11.0
scaffold_11083	2	2.0
scaffold_11084	4	4.0
scaffold_11085	2	2.0
scaffold_11086	1	2.0
scaffold_11087	2	2.0
scaffold_11089	1	1.0
scaffold_1109	20	22.0
scaffold_11090	2	2.0
scaffold_11092	1	1.0
scaffold_11093	1	1.0
scaffold_11096	2	2.0
scaffold_11097	8	8.0
scaffold_11099	1	1.0
scaffold_111	17	19.0
scaffold_1110	12	17.0
scaffold_11103	3	4.0
scaffold_11104	2	2.0
scaffold_11105	2	3.0
scaffold_11106	7	9.0
scaffold_11107	0	0.0
scaffold_11108	2	2.0
scaffold_11109	3	3.0
scaffold_1111	22	23.0
scaffold_11111	5	6.0
scaffold_11112	20	61.0
scaffold_11113	3	3.0
scaffold_11114	1	1.0
scaffold_11116	8	9.0
scaffold_11117	36	48.0
scaffold_1112	7	9.0
scaffold_11122	1	1.0
scaffold_11123	1	1.0
scaffold_11125	8	59.0
scaffold_11126	1	1.0
scaffold_1113	210	577.0
scaffold_11131	1	1.0
scaffold_11132	1	1.0
scaffold_11136	1	1.0
scaffold_11138	5	6.0
scaffold_11139	5	5.0
scaffold_1114	8	8.0
scaffold_11140	3	4.0
scaffold_11141	15	15.0
scaffold_11142	3	3.0
scaffold_11143	3	3.0
scaffold_11144	7	7.0
scaffold_11145	1	1.0
scaffold_11149	2	3.0
scaffold_1115	68	74.0
scaffold_11152	15	15.0
scaffold_11153	2	2.0
scaffold_11154	6	6.0
scaffold_11155	224	237.0
scaffold_11159	5	5.0
scaffold_1116	7	7.0
scaffold_11162	0	0.0
scaffold_11163	5	5.0
scaffold_11164	7	8.0
scaffold_11167	1	1.0
scaffold_11169	3	3.0
scaffold_1117	39	39.0
scaffold_11170	2	2.0
scaffold_11171	1	1.0
scaffold_11175	7	7.0
scaffold_11176	2	2.0
scaffold_11177	1	1.0
scaffold_11178	1	1.0
scaffold_11179	1	1.0
scaffold_1118	11	12.0
scaffold_11180	4	4.0
scaffold_11183	1	1.0
scaffold_11185	1	1.0
scaffold_11186	13	15.0
scaffold_11187	1	1.0
scaffold_1119	215	231.0
scaffold_11190	1	1.0
scaffold_11191	2	2.0
scaffold_11192	8	9.0
scaffold_11193	1	1.0
scaffold_11195	1	1.0
scaffold_11196	1	1.0
scaffold_11198	2	2.0
scaffold_112	79	93.0
scaffold_1120	7	7.0
scaffold_11200	1	1.0
scaffold_11201	3	4.0
scaffold_11202	1	1.0
scaffold_11203	1	1.0
scaffold_11204	1	1.0
scaffold_11205	17	17.0
scaffold_11206	1	1.0
scaffold_11207	1	1.0
scaffold_11208	1	1.0
scaffold_11209	8	9.0
scaffold_1121	20	22.0
scaffold_11210	0	0.0
scaffold_11211	5	5.0
scaffold_11213	1	2.0
scaffold_11214	1	1.0
scaffold_11215	3	3.0
scaffold_11217	5	6.0
scaffold_1122	43	46.0
scaffold_11221	4	5.0
scaffold_11222	1	1.0
scaffold_11223	2	3.0
scaffold_11226	1	1.0
scaffold_11229	1	1.0
scaffold_1123	9	10.0
scaffold_11230	2	2.0
scaffold_11231	1	1.0
scaffold_11232	4	6.0
scaffold_11233	6	6.0
scaffold_11235	1	1.0
scaffold_11236	10	12.0
scaffold_11237	1	1.0
scaffold_11239	0	0.0
scaffold_1124	42	48.0
scaffold_11240	2	2.0
scaffold_11245	3	3.0
scaffold_11246	1	2.0
scaffold_11247	3	3.0
scaffold_11249	1	1.0
scaffold_1125	7	8.0
scaffold_11250	2	2.0
scaffold_11251	0	0.0
scaffold_11254	1	1.0
scaffold_11255	5	6.0
scaffold_11256	12	15.0
scaffold_11259	2	2.0
scaffold_1126	43	46.0
scaffold_11260	1	1.0
scaffold_11261	1	1.0
scaffold_11263	2	2.0
scaffold_11265	1	1.0
scaffold_11267	6	9.0
scaffold_11268	1	1.0
scaffold_1127	10	10.0
scaffold_11270	41	126.0
scaffold_11271	23	23.0
scaffold_11272	8	9.0
scaffold_11273	2	2.0
scaffold_11279	1	1.0
scaffold_1128	6	6.0
scaffold_11281	3	3.0
scaffold_11283	3	3.0
scaffold_11285	6	7.0
scaffold_1129	2	2.0
scaffold_11290	1	1.0
scaffold_11291	1	1.0
scaffold_11295	1	1.0
scaffold_11296	1	1.0
scaffold_11298	1	1.0
scaffold_113	30	36.0
scaffold_1130	51	56.0
scaffold_11301	10	10.0
scaffold_11304	3	3.0
scaffold_11308	8	9.0
scaffold_1131	7	7.0
scaffold_11312	1	1.0
scaffold_11313	2	2.0
scaffold_11314	39	39.0
scaffold_11317	1	1.0
scaffold_11318	1	2.0
scaffold_1132	54	63.0
scaffold_11320	1	1.0
scaffold_11321	1	1.0
scaffold_11323	2	2.0
scaffold_11325	3	3.0
scaffold_11326	3	3.0
scaffold_11328	1	1.0
scaffold_1133	4	6.0
scaffold_11331	1	1.0
scaffold_11332	1	1.0
scaffold_11333	1	1.0
scaffold_11334	12	12.0
scaffold_11336	1	1.0
scaffold_11339	1	1.0
scaffold_1134	27	44.0
scaffold_11341	1	1.0
scaffold_11342	1	1.0
scaffold_11343	2	2.0
scaffold_11348	1	1.0
scaffold_1135	61	117.0
scaffold_11350	0	0.0
scaffold_11354	1	1.0
scaffold_11356	3	3.0
scaffold_11357	1	1.0
scaffold_11358	4	5.0
scaffold_1136	3	3.0
scaffold_11362	21	21.0
scaffold_11363	11	21.0
scaffold_11365	1	1.0
scaffold_11366	3	3.0
scaffold_11368	1	1.0
scaffold_11369	1	1.0
scaffold_1137	65	66.0
scaffold_11372	6	8.0
scaffold_11374	1	1.0
scaffold_11379	2	38.0
scaffold_1138	20	22.0
scaffold_11380	3	3.0
scaffold_11381	1	1.0
scaffold_11382	3	3.0
scaffold_11383	1	1.0
scaffold_11384	1	1.0
scaffold_11385	1	1.0
scaffold_11388	25	25.0
scaffold_11389	4	4.0
scaffold_1139	75	78.0
scaffold_11392	3	3.0
scaffold_11393	1	1.0
scaffold_11396	1	1.0
scaffold_11397	2	2.0
scaffold_114	68	72.0
scaffold_1140	96	102.0
