name	Unique Positions	Total Tags
scaffold_10159	1	3.0
scaffold_1016	40	87.0
scaffold_10160	2	2.0
scaffold_10165	1	1.0
scaffold_10166	1	1.0
scaffold_10167	1	1.0
scaffold_10168	2	2.0
scaffold_10169	2	2.0
scaffold_1017	38	50.0
scaffold_10171	7	9.0
scaffold_10172	3	3.0
scaffold_1018	16	23.0
scaffold_10180	1	1.0
scaffold_10182	2	2.0
scaffold_10183	1	1.0
scaffold_10185	1	1.0
scaffold_10186	3	7.0
scaffold_10187	1	1.0
scaffold_10188	2	2.0
scaffold_10189	2	5.0
scaffold_1019	27	44.0
scaffold_10191	2	3.0
scaffold_10192	1	1.0
scaffold_10194	1	1.0
scaffold_10198	2	2.0
scaffold_10199	8	15.0
scaffold_102	50	99.0
scaffold_1020	38	54.0
scaffold_10203	3	4.0
scaffold_10204	14	17.0
scaffold_10208	2	4.0
scaffold_1021	1	4.0
scaffold_10211	2	2.0
scaffold_10216	8	10.0
scaffold_10218	2	3.0
scaffold_10219	1	1.0
scaffold_1022	26	38.0
scaffold_10220	5	10.0
scaffold_10222	1	1.0
scaffold_10225	4	8.0
scaffold_10228	2	3.0
scaffold_1023	15	77.0
scaffold_10232	1	1.0
scaffold_10236	2	2.0
scaffold_10237	2	2.0
scaffold_10238	1	1.0
scaffold_1024	6	9.0
scaffold_10242	2	2.0
scaffold_10245	2	2.0
scaffold_10246	1	1.0
scaffold_10249	4	15.0
scaffold_1025	47	85.0
scaffold_10250	1	1.0
scaffold_10251	1	1.0
scaffold_10253	3	3.0
scaffold_10255	3	3.0
scaffold_10256	7	94.0
scaffold_10257	5	39.0
scaffold_10258	1	1.0
scaffold_1026	39	72.0
scaffold_10262	2	3.0
scaffold_10264	4	11.0
scaffold_10267	1	1.0
scaffold_10268	1	1.0
scaffold_1027	39	51.0
scaffold_10272	2	2.0
scaffold_10274	2	2.0
scaffold_10275	5	5.0
scaffold_10278	1	1.0
scaffold_10279	1	1.0
scaffold_1028	6	9.0
scaffold_10284	1	1.0
scaffold_10286	2	3.0
scaffold_10287	1	1.0
scaffold_1029	7	8.0
scaffold_10290	1	1.0
scaffold_10291	2	6.0
scaffold_10293	1	1.0
scaffold_10296	1	1.0
scaffold_10299	5	8.0
scaffold_103	105	169.0
scaffold_1030	22	37.0
scaffold_10301	10	19.0
scaffold_10302	1	1.0
scaffold_10304	3	4.0
scaffold_10305	2	6.0
scaffold_10306	1	1.0
scaffold_10307	3	3.0
scaffold_10309	2	2.0
scaffold_1031	2	3.0
scaffold_10312	1	1.0
scaffold_10313	3	5.0
scaffold_10314	15	23.0
scaffold_10315	2	3.0
scaffold_10317	1	2.0
scaffold_10318	1	1.0
scaffold_10319	5	5.0
scaffold_1032	1	2.0
scaffold_10320	1	1.0
scaffold_10323	2	3.0
scaffold_10325	1	2.0
scaffold_10328	2	4.0
scaffold_1033	26	148.0
scaffold_10330	7	12.0
scaffold_10332	1	2.0
scaffold_10334	2	4.0
scaffold_10336	1	2.0
scaffold_10337	2	4.0
scaffold_10338	28	168.0
scaffold_1034	17	37.0
scaffold_10340	3	3.0
scaffold_10341	3	5.0
scaffold_10342	6	9.0
scaffold_10345	2	11.0
scaffold_10347	1	1.0
scaffold_1035	13	16.0
scaffold_10353	7	10.0
scaffold_10355	85	403.0
scaffold_10357	2	2.0
scaffold_10358	4	8.0
scaffold_1036	29	38.0
scaffold_10362	4	5.0
scaffold_10363	1	1.0
scaffold_10364	2	4.0
scaffold_10366	2	5.0
scaffold_1037	110	297.0
scaffold_10370	6	6.0
scaffold_10375	23	34.0
scaffold_10377	3	9.0
scaffold_10378	1	1.0
scaffold_10379	1	1.0
scaffold_1038	3	3.0
scaffold_10381	2	3.0
scaffold_10383	1	1.0
scaffold_10384	1	1.0
scaffold_10385	1	3.0
scaffold_10387	8	9.0
scaffold_10388	1	1.0
scaffold_1039	8	10.0
scaffold_10390	23	40.0
scaffold_10391	3	3.0
scaffold_10392	1	1.0
scaffold_10393	20	53.0
scaffold_10394	5	8.0
scaffold_10395	1	1.0
scaffold_10398	3	3.0
scaffold_104	25	46.0
scaffold_1040	16	28.0
scaffold_10402	1	3.0
scaffold_10403	1	1.0
scaffold_10405	10	12.0
scaffold_10406	2	2.0
scaffold_10407	1	1.0
scaffold_1041	4	8.0
scaffold_10412	1	1.0
scaffold_10413	2	3.0
scaffold_10416	1	1.0
scaffold_10418	2	3.0
scaffold_10419	5	20.0
scaffold_1042	4	7.0
scaffold_10421	2	6.0
scaffold_10422	2	4.0
scaffold_10423	1	1.0
scaffold_10426	4	8.0
scaffold_10428	1	1.0
scaffold_1043	2	2.0
scaffold_10432	2	4.0
scaffold_10433	1	1.0
scaffold_10435	1	1.0
scaffold_10436	1	1.0
scaffold_10437	1	1.0
scaffold_10438	2	2.0
scaffold_10439	3	7.0
scaffold_1044	48	79.0
scaffold_10441	2	2.0
scaffold_10445	4	7.0
scaffold_10446	1	1.0
scaffold_10449	16	29.0
scaffold_1045	37	114.0
scaffold_10450	6	6.0
scaffold_10452	1	4.0
scaffold_10453	1	1.0
scaffold_10459	4	5.0
scaffold_1046	139	909.0
scaffold_10463	2	2.0
scaffold_10464	76	180.0
scaffold_10465	1	1.0
scaffold_10467	1	1.0
scaffold_10469	3	6.0
scaffold_1047	13	31.0
scaffold_10470	1	1.0
scaffold_10471	1	2.0
scaffold_10473	25	40.0
scaffold_1048	12	14.0
scaffold_10480	5	8.0
scaffold_10481	10	16.0
scaffold_10483	1	1.0
scaffold_10484	1	1.0
scaffold_10486	1	3.0
scaffold_10488	3	3.0
scaffold_10489	1	1.0
scaffold_1049	2	2.0
scaffold_10490	3	9.0
scaffold_10491	1	3.0
scaffold_10494	3	3.0
scaffold_10497	9	25.0
scaffold_105	85	137.0
scaffold_1050	156	393.0
scaffold_10500	1	1.0
scaffold_10502	1	3.0
scaffold_10504	1	1.0
scaffold_10508	2	2.0
scaffold_1051	9	22.0
scaffold_10510	8	14.0
scaffold_10511	5	8.0
scaffold_10512	3	6.0
scaffold_10514	1	1.0
scaffold_10515	30	61.0
scaffold_10517	5	6.0
scaffold_10518	1	1.0
scaffold_10519	1	2.0
scaffold_1052	25	36.0
scaffold_10521	1	1.0
scaffold_10525	1	2.0
scaffold_1053	15	29.0
scaffold_10531	3	6.0
scaffold_10535	1	1.0
scaffold_10537	1	1.0
scaffold_10539	18	24.0
scaffold_1054	39	77.0
scaffold_10540	17	22.0
scaffold_10543	3	3.0
scaffold_10549	1	2.0
scaffold_1055	3	4.0
scaffold_10551	4	7.0
scaffold_10552	2	4.0
scaffold_10555	1	1.0
scaffold_10556	3	4.0
scaffold_10559	15	19.0
scaffold_1056	29	59.0
scaffold_10561	8	10.0
scaffold_10562	2	5.0
scaffold_10564	2	3.0
scaffold_10567	5	8.0
scaffold_10569	2	2.0
scaffold_1057	44	75.0
scaffold_10573	7	16.0
scaffold_10574	4	27.0
scaffold_10577	1	1.0
scaffold_10579	1	1.0
scaffold_1058	36	72.0
scaffold_10581	15	29.0
scaffold_10582	2	3.0
scaffold_10583	3	5.0
scaffold_10586	1	1.0
scaffold_10587	1	1.0
scaffold_10588	3	3.0
scaffold_10589	1	1.0
scaffold_1059	42	60.0
scaffold_10590	6	53.0
scaffold_10594	6	9.0
scaffold_106	41	60.0
scaffold_1060	65	139.0
scaffold_10600	2	12.0
scaffold_10602	1	1.0
scaffold_10603	1	1.0
scaffold_10605	6	7.0
scaffold_10608	1	1.0
scaffold_1061	16	27.0
scaffold_10610	4	4.0
scaffold_10612	4	4.0
scaffold_10613	1	4.0
scaffold_10617	5	7.0
scaffold_10619	1	1.0
scaffold_1062	4	4.0
scaffold_10622	3	3.0
scaffold_10624	3	4.0
scaffold_10625	1	1.0
scaffold_1063	3	4.0
scaffold_10632	1	1.0
scaffold_10634	2	3.0
scaffold_10635	1	2.0
scaffold_10636	4	5.0
scaffold_10637	1	1.0
scaffold_1064	8	11.0
scaffold_10642	1	1.0
scaffold_10648	1	1.0
scaffold_10649	1	1.0
scaffold_1065	4	5.0
scaffold_10652	2	3.0
scaffold_10656	32	63.0
scaffold_10658	1	1.0
scaffold_1066	27	110.0
scaffold_10662	3	3.0
scaffold_10664	1	1.0
scaffold_10668	2	9.0
scaffold_1067	29	36.0
scaffold_10671	3	4.0
scaffold_10674	1	2.0
scaffold_10675	1	1.0
scaffold_10676	1	1.0
scaffold_10678	1	1.0
scaffold_1068	43	75.0
scaffold_10680	3	4.0
scaffold_10684	4	5.0
scaffold_10685	2	2.0
scaffold_10686	1	1.0
scaffold_1069	93	158.0
scaffold_10690	4	21.0
scaffold_10693	1	1.0
scaffold_10695	25	48.0
scaffold_10699	4	6.0
scaffold_107	38	75.0
scaffold_1070	6	11.0
scaffold_10701	5	9.0
scaffold_10702	3	5.0
scaffold_10704	1	1.0
scaffold_10706	1	1.0
scaffold_10707	2	2.0
scaffold_10709	2	3.0
scaffold_1071	7	14.0
scaffold_10710	2	10.0
scaffold_10711	2	3.0
scaffold_10714	1	1.0
scaffold_10715	1	1.0
scaffold_10716	3	5.0
scaffold_10717	1	1.0
scaffold_10719	1	3.0
scaffold_1072	64	133.0
scaffold_10721	1	1.0
scaffold_10726	2	2.0
scaffold_10727	2	2.0
scaffold_1073	8	10.0
scaffold_10731	2	2.0
scaffold_10732	1	1.0
scaffold_10733	19	29.0
scaffold_10736	4	8.0
scaffold_10738	5	20.0
scaffold_1074	25	50.0
scaffold_10741	1	1.0
scaffold_10742	14	26.0
scaffold_10747	1	1.0
scaffold_10749	2	4.0
scaffold_1075	5	7.0
scaffold_10750	1	1.0
scaffold_10754	9	19.0
scaffold_10757	1	1.0
scaffold_1076	52	70.0
scaffold_10760	16	80.0
scaffold_10761	1	1.0
scaffold_10762	1	5.0
scaffold_10763	1	2.0
scaffold_10766	1	4.0
scaffold_10768	1	1.0
scaffold_1077	53	103.0
scaffold_10770	1	6.0
scaffold_10771	1	1.0
scaffold_10773	3	13.0
scaffold_10774	2	2.0
scaffold_10775	2	6.0
scaffold_10777	3	9.0
scaffold_10778	9	13.0
scaffold_1078	79	183.0
scaffold_10780	2	4.0
scaffold_10782	2	3.0
scaffold_10783	3	3.0
scaffold_10784	2	2.0
scaffold_10785	1	2.0
scaffold_10788	1	1.0
scaffold_1079	97	146.0
scaffold_10794	1	1.0
scaffold_10797	1	1.0
scaffold_10798	1	1.0
scaffold_10799	5	6.0
scaffold_108	18	32.0
scaffold_1080	14	17.0
scaffold_10800	2	3.0
scaffold_10807	1	2.0
scaffold_10808	1	2.0
scaffold_10809	2	2.0
scaffold_1081	5	6.0
scaffold_10814	1	5.0
scaffold_10816	1	1.0
scaffold_10818	11	12.0
scaffold_1082	25	36.0
scaffold_10823	1	3.0
scaffold_10826	1	1.0
scaffold_10829	4	4.0
scaffold_1083	26	81.0
scaffold_10831	5	6.0
scaffold_10836	2	3.0
scaffold_10837	9	15.0
scaffold_10838	1	1.0
scaffold_10839	1	2.0
scaffold_1084	37	60.0
scaffold_10842	4	6.0
scaffold_10844	1	1.0
scaffold_10845	1	1.0
scaffold_10847	2	2.0
scaffold_10848	1	2.0
scaffold_1085	67	179.0
scaffold_10852	3	56.0
scaffold_10853	1	1.0
scaffold_10855	1	1.0
scaffold_10856	2	2.0
scaffold_10857	13	25.0
scaffold_1086	15	28.0
scaffold_10862	5	8.0
scaffold_10863	8	10.0
scaffold_10864	1	1.0
scaffold_10865	1	1.0
scaffold_10869	1	3.0
scaffold_1087	24	44.0
scaffold_10873	2	2.0
scaffold_10874	1	1.0
scaffold_10876	4	13.0
scaffold_10877	4	5.0
scaffold_1088	14	17.0
scaffold_10881	1	1.0
scaffold_10883	1	3.0
scaffold_10885	2	11.0
scaffold_10887	2	3.0
scaffold_10889	1	1.0
scaffold_1089	9	45.0
scaffold_10895	2	4.0
scaffold_10896	5	14.0
scaffold_10898	2	4.0
scaffold_109	215	463.0
scaffold_1090	55	93.0
scaffold_10900	1	1.0
scaffold_10903	9	195.0
scaffold_10904	4	7.0
scaffold_10907	1	1.0
scaffold_10909	2	2.0
scaffold_1091	10	15.0
scaffold_10916	4	5.0
scaffold_10919	4	14.0
scaffold_1092	8	9.0
scaffold_10921	2	3.0
scaffold_10924	1	1.0
scaffold_1093	4	16.0
scaffold_10931	2	6.0
scaffold_10933	2	2.0
scaffold_10936	3	5.0
scaffold_10937	2	4.0
scaffold_10938	3	4.0
scaffold_1094	4	6.0
scaffold_10944	1	1.0
scaffold_10945	1	1.0
scaffold_10947	1	1.0
scaffold_1095	8	13.0
scaffold_10950	2	2.0
scaffold_10952	5	9.0
scaffold_10954	3	3.0
scaffold_10955	9	15.0
scaffold_10957	3	5.0
scaffold_10958	1	3.0
scaffold_10959	1	5.0
scaffold_1096	8	16.0
scaffold_10964	1	1.0
scaffold_10966	1	2.0
scaffold_1097	6	9.0
scaffold_10971	1	1.0
scaffold_10972	11	68.0
scaffold_10975	1	1.0
scaffold_10979	3	4.0
scaffold_1098	13	18.0
scaffold_10983	1	2.0
scaffold_10987	1	1.0
scaffold_10988	1	1.0
scaffold_10989	2	6.0
scaffold_1099	18	27.0
scaffold_10992	1	2.0
scaffold_10993	3	3.0
scaffold_10999	2	4.0
scaffold_11	239	620.0
scaffold_110	46	102.0
scaffold_1100	17	31.0
scaffold_11003	19	31.0
scaffold_11007	25	31.0
scaffold_11008	2	2.0
scaffold_1101	42	105.0
scaffold_11011	1	1.0
scaffold_11012	4	4.0
scaffold_11015	1	1.0
scaffold_1102	9	12.0
scaffold_11021	2	12.0
scaffold_11023	1	1.0
scaffold_11024	7	9.0
scaffold_11025	1	1.0
scaffold_1103	9	46.0
scaffold_11033	2	6.0
scaffold_11034	2	3.0
scaffold_11036	2	8.0
scaffold_1104	21	31.0
scaffold_11042	1	2.0
scaffold_11043	1	2.0
scaffold_11046	20	33.0
scaffold_11047	1	2.0
scaffold_1105	10	19.0
scaffold_11050	4	7.0
scaffold_11051	1	1.0
scaffold_11053	1	1.0
scaffold_11054	1	1.0
scaffold_11056	3	4.0
scaffold_11058	3	4.0
scaffold_1106	41	54.0
scaffold_11063	3	42.0
scaffold_11064	1	2.0
scaffold_11066	4	6.0
scaffold_1107	7	23.0
scaffold_11070	5	8.0
scaffold_11071	2	4.0
scaffold_11072	1	2.0
scaffold_11075	1	1.0
scaffold_11076	2	2.0
scaffold_11079	12	18.0
scaffold_1108	12	16.0
scaffold_11080	13	16.0
scaffold_11081	1	1.0
scaffold_11083	1	2.0
scaffold_11084	2	4.0
scaffold_11085	1	3.0
scaffold_11087	1	1.0
scaffold_1109	20	210.0
scaffold_11090	1	3.0
scaffold_11092	6	6.0
scaffold_11096	1	3.0
scaffold_11097	5	7.0
scaffold_11098	1	1.0
scaffold_111	34	62.0
scaffold_1110	1	1.0
scaffold_11100	1	1.0
scaffold_11102	15	26.0
scaffold_11103	1	1.0
scaffold_11104	1	3.0
scaffold_11106	3	5.0
scaffold_11108	1	2.0
scaffold_1111	21	23.0
scaffold_11113	10	14.0
scaffold_11116	16	122.0
scaffold_1112	18	66.0
scaffold_11120	2	5.0
scaffold_11122	3	6.0
scaffold_11123	1	1.0
scaffold_11126	1	1.0
scaffold_11128	2	5.0
scaffold_1113	10	14.0
scaffold_11131	1	2.0
scaffold_11138	16	25.0
scaffold_11139	2	2.0
scaffold_1114	14	51.0
scaffold_11143	2	2.0
scaffold_11144	18	23.0
scaffold_11145	5	6.0
scaffold_11149	1	1.0
scaffold_1115	104	363.0
scaffold_11152	16	18.0
scaffold_11155	4	5.0
scaffold_11159	1	1.0
scaffold_1116	12	19.0
scaffold_11161	1	1.0
scaffold_11162	2	2.0
scaffold_11163	2	4.0
scaffold_11165	1	4.0
scaffold_1117	53	82.0
scaffold_11171	2	7.0
scaffold_11172	1	2.0
scaffold_11176	2	2.0
scaffold_11178	5	5.0
scaffold_1118	10	17.0
scaffold_11180	1	1.0
scaffold_11182	1	1.0
scaffold_11186	2	2.0
scaffold_11188	1	2.0
scaffold_11189	3	4.0
scaffold_1119	20	27.0
scaffold_11192	1	1.0
scaffold_11193	8	13.0
scaffold_11196	1	1.0
scaffold_112	78	128.0
scaffold_1120	8	12.0
scaffold_11201	1	1.0
scaffold_11204	1	1.0
scaffold_11206	1	1.0
scaffold_1121	26	62.0
scaffold_11210	2	6.0
scaffold_11212	1	1.0
scaffold_11217	12	40.0
scaffold_11218	1	2.0
scaffold_1122	39	186.0
scaffold_11221	2	2.0
scaffold_11222	4	6.0
scaffold_11223	3	5.0
scaffold_11224	1	2.0
scaffold_11229	7	9.0
scaffold_1123	18	25.0
scaffold_11230	1	2.0
scaffold_11231	1	1.0
scaffold_11232	5	7.0
scaffold_11233	4	11.0
scaffold_11234	7	12.0
scaffold_11235	2	3.0
scaffold_11239	1	2.0
scaffold_1124	34	56.0
scaffold_11242	1	1.0
scaffold_11246	2	2.0
scaffold_11247	9	14.0
scaffold_1125	4	11.0
scaffold_11250	5	11.0
scaffold_11251	1	4.0
scaffold_11256	2	4.0
scaffold_11259	4	8.0
scaffold_1126	40	67.0
scaffold_11260	1	1.0
scaffold_11261	1	1.0
scaffold_11263	1	1.0
scaffold_11264	1	2.0
scaffold_11267	1	4.0
scaffold_1127	14	24.0
scaffold_11270	1	1.0
scaffold_11271	62	92.0
scaffold_11272	1	1.0
scaffold_11276	1	3.0
scaffold_11277	1	1.0
scaffold_11279	1	1.0
scaffold_1128	8	8.0
scaffold_11283	2	3.0
scaffold_11286	1	2.0
scaffold_11289	2	2.0
scaffold_1129	2	4.0
scaffold_11291	2	2.0
scaffold_11295	1	3.0
scaffold_113	45	157.0
scaffold_1130	6	11.0
scaffold_11301	1	2.0
scaffold_11308	1	1.0
scaffold_11309	2	3.0
scaffold_1131	6	10.0
scaffold_11314	7	8.0
scaffold_11317	1	2.0
scaffold_1132	7	11.0
scaffold_11322	1	1.0
scaffold_11323	1	1.0
scaffold_11325	2	2.0
scaffold_11326	1	2.0
scaffold_11329	1	2.0
scaffold_1133	7	27.0
scaffold_11333	4	6.0
scaffold_11334	44	105.0
scaffold_11336	2	2.0
scaffold_11339	5	9.0
scaffold_1134	7	8.0
scaffold_11342	1	2.0
scaffold_1135	6	6.0
scaffold_11354	1	2.0
scaffold_11358	16	27.0
scaffold_1136	2	2.0
scaffold_11360	1	1.0
scaffold_11361	1	1.0
scaffold_11362	20	33.0
scaffold_11366	1	1.0
scaffold_11367	2	4.0
scaffold_11368	4	18.0
scaffold_1137	62	109.0
scaffold_11372	1	1.0
scaffold_11378	7	13.0
scaffold_11379	2	2.0
scaffold_1138	29	61.0
scaffold_11380	1	1.0
scaffold_11382	4	4.0
scaffold_11383	4	7.0
scaffold_11388	2	3.0
scaffold_11389	13	24.0
scaffold_1139	87	321.0
scaffold_11390	2	3.0
scaffold_11392	1	1.0
scaffold_11394	1	1.0
scaffold_11398	1	2.0
scaffold_114	48	79.0
scaffold_1140	21	35.0
scaffold_11401	1	2.0
scaffold_11403	13	28.0
scaffold_11404	3	4.0
scaffold_11406	1	1.0
scaffold_11407	1	1.0
scaffold_11408	1	3.0
scaffold_1141	33	83.0
scaffold_11410	1	1.0
scaffold_11413	1	2.0
scaffold_11415	1	3.0
scaffold_1142	47	91.0
scaffold_11420	1	4.0
scaffold_11423	4	6.0
scaffold_11425	12	21.0
scaffold_11426	1	1.0
scaffold_11427	2	4.0
scaffold_11428	1	1.0
scaffold_1143	13	18.0
scaffold_11430	1	1.0
scaffold_11432	1	4.0
scaffold_11433	1	1.0
scaffold_11434	6	10.0
scaffold_11436	5	9.0
scaffold_11437	2	3.0
scaffold_1144	17	57.0
scaffold_11443	1	3.0
scaffold_11444	1	2.0
scaffold_11445	1	1.0
scaffold_11448	1	1.0
scaffold_1145	14	20.0
scaffold_11454	1	1.0
scaffold_11456	4	6.0
scaffold_11457	2	6.0
scaffold_1146	44	162.0
scaffold_11463	1	1.0
scaffold_11465	1	4.0
scaffold_11468	5	5.0
scaffold_1147	77	126.0
scaffold_11470	4	9.0
scaffold_11472	3	3.0
scaffold_11473	12	86.0
scaffold_11476	6	47.0
scaffold_11477	2	2.0
scaffold_1148	11	20.0
scaffold_11480	1	2.0
scaffold_11481	2	2.0
scaffold_11485	3	4.0
scaffold_11486	1	1.0
scaffold_11489	6	12.0
scaffold_1149	18	38.0
scaffold_11490	1	1.0
scaffold_11493	1	2.0
scaffold_11494	4	9.0
scaffold_11496	13	20.0
scaffold_11498	1	2.0
scaffold_11499	3	15.0
scaffold_115	25	57.0
scaffold_1150	4	6.0
scaffold_11500	1	6.0
scaffold_11501	2	4.0
scaffold_11506	1	13.0
scaffold_11507	1	2.0
scaffold_11509	1	1.0
scaffold_1151	27	39.0
scaffold_11510	2	3.0
scaffold_11511	3	4.0
scaffold_11513	137	429.0
scaffold_11514	1	3.0
scaffold_11516	1	4.0
scaffold_11519	1	1.0
scaffold_1152	3	5.0
scaffold_11520	1	1.0
scaffold_11522	1	1.0
scaffold_1153	8	12.0
scaffold_11530	2	8.0
scaffold_11531	7	11.0
scaffold_11532	2	2.0
scaffold_11533	1	1.0
scaffold_11536	3	4.0
scaffold_11537	1	1.0
scaffold_1154	16	26.0
scaffold_11540	2	3.0
scaffold_11541	1	2.0
scaffold_11542	3	10.0
scaffold_11543	16	97.0
scaffold_11544	2	4.0
scaffold_11547	1	1.0
scaffold_1155	21	37.0
scaffold_11551	4	6.0
scaffold_11553	1	3.0
scaffold_11555	1	1.0
scaffold_11556	1	1.0
scaffold_11557	1	1.0
scaffold_1156	31	52.0
scaffold_11561	8	36.0
scaffold_11568	2	2.0
scaffold_1157	6	6.0
scaffold_11570	3	3.0
scaffold_11573	2	2.0
scaffold_11574	1	1.0
scaffold_11575	1	1.0
scaffold_11576	2	2.0
scaffold_11577	1	1.0
scaffold_11578	6	9.0
scaffold_1158	2	48.0
scaffold_11580	1	1.0
scaffold_11582	6	11.0
scaffold_11586	1	1.0
scaffold_1159	42	65.0
scaffold_116	47	104.0
scaffold_1160	5	6.0
scaffold_11605	1	1.0
scaffold_11609	1	1.0
scaffold_1161	9	15.0
scaffold_11610	1	1.0
scaffold_11611	1	1.0
scaffold_11613	30	63.0
scaffold_11617	1	1.0
scaffold_11618	15	18.0
scaffold_11619	1	1.0
scaffold_1162	9	14.0
scaffold_11620	2	143.0
scaffold_11621	1	1.0
scaffold_11623	1	1.0
scaffold_11625	2	2.0
scaffold_11627	8	13.0
scaffold_1163	22	34.0
scaffold_11635	2	4.0
scaffold_11637	1	1.0
scaffold_1164	31	49.0
scaffold_11648	1	1.0
scaffold_11649	8	10.0
scaffold_1165	2	5.0
scaffold_11650	17	18.0
scaffold_11654	2	2.0
scaffold_11655	1	1.0
scaffold_11656	2	3.0
scaffold_11659	1	3.0
scaffold_1166	5	8.0
scaffold_11660	1	1.0
scaffold_11661	3	8.0
scaffold_11665	1	1.0
scaffold_11667	1	1.0
scaffold_1167	9	12.0
scaffold_11672	1	3.0
scaffold_11674	2	7.0
scaffold_1168	4	6.0
scaffold_11682	4	6.0
scaffold_11683	1	1.0
scaffold_11685	1	1.0
scaffold_1169	5	6.0
scaffold_11693	2	2.0
scaffold_11694	1	1.0
scaffold_117	42	62.0
scaffold_1170	8	11.0
scaffold_11702	1	2.0
scaffold_11706	2	3.0
scaffold_1171	9	15.0
scaffold_11712	1	2.0
scaffold_11713	5	7.0
scaffold_11714	1	2.0
scaffold_11715	19	39.0
scaffold_11717	2	2.0
scaffold_11718	5	5.0
scaffold_1172	49	74.0
scaffold_11721	1	1.0
scaffold_11722	1	1.0
scaffold_11727	3	8.0
scaffold_11728	4	6.0
scaffold_1173	13	22.0
scaffold_11732	1	1.0
scaffold_11733	2	3.0
scaffold_11734	3	29.0
scaffold_11738	3	3.0
scaffold_1174	3	11.0
scaffold_11740	1	3.0
scaffold_11742	1	2.0
scaffold_11745	1	1.0
scaffold_11747	5	11.0
scaffold_11753	2	2.0
scaffold_11755	5	19.0
scaffold_11759	2	4.0
scaffold_1176	25	34.0
scaffold_11761	1	1.0
scaffold_11766	1	4.0
scaffold_11767	1	1.0
scaffold_11768	1	1.0
scaffold_1177	24	29.0
scaffold_11774	2	2.0
scaffold_11775	3	3.0
scaffold_11777	1	4.0
scaffold_11778	16	144.0
scaffold_1178	20	3076.0
scaffold_11782	1	1.0
scaffold_11783	1	1.0
scaffold_11788	8	10.0
scaffold_1179	103	274.0
scaffold_11792	8	17.0
