name	Unique Positions	Total Tags
scaffold_14485	1	1.0
scaffold_1449	6	6.0
scaffold_145	88	212.0
scaffold_1450	3	4.0
scaffold_14504	1	2.0
scaffold_14508	2	2.0
scaffold_14509	1	2.0
scaffold_1451	5	5.0
scaffold_14511	1	1.0
scaffold_1452	49	88.0
scaffold_14523	1	1.0
scaffold_14525	1	1.0
scaffold_14528	1	2.0
scaffold_1453	4	7.0
scaffold_14535	1	1.0
scaffold_14536	1	2.0
scaffold_14538	1	1.0
scaffold_1454	12	47.0
scaffold_14543	1	1.0
scaffold_14548	1	2.0
scaffold_1455	15	21.0
scaffold_14551	42	49.0
scaffold_1456	9	14.0
scaffold_14560	5	5.0
scaffold_14567	2	3.0
scaffold_14568	2	3.0
scaffold_1457	14	21.0
scaffold_14574	29	95.0
scaffold_14576	2	2.0
scaffold_14579	12	896.0
scaffold_1458	12	22.0
scaffold_14585	1	2.0
scaffold_14588	2	2.0
scaffold_14589	1	1.0
scaffold_1459	40	70.0
scaffold_14591	1	2.0
scaffold_14593	1	1.0
scaffold_14596	1	1.0
scaffold_14597	1	1.0
scaffold_14599	20	83.0
scaffold_146	43	69.0
scaffold_1460	17	40.0
scaffold_14609	5	7.0
scaffold_1461	15	29.0
scaffold_14611	2	3.0
scaffold_14613	1	2.0
scaffold_14614	5	6.0
scaffold_1462	3	3.0
scaffold_14627	3	16.0
scaffold_14628	2	7.0
scaffold_1463	8	10.0
scaffold_14631	1	1.0
scaffold_14633	5	9.0
scaffold_14636	3	17.0
scaffold_14639	1	1.0
scaffold_1464	5	5.0
scaffold_14649	7	8.0
scaffold_1465	37	53.0
scaffold_14653	2	2.0
scaffold_14656	2	3.0
scaffold_14657	1	2.0
scaffold_14659	2	2.0
scaffold_1466	61	116.0
scaffold_14660	1	1.0
scaffold_1467	3	5.0
scaffold_14670	1	2.0
scaffold_14671	1	1.0
scaffold_14675	2	4.0
scaffold_1468	17	28.0
scaffold_14683	1	1.0
scaffold_1469	3	5.0
scaffold_14690	1	1.0
scaffold_14692	3	3.0
scaffold_14695	1	1.0
scaffold_14696	4	4.0
scaffold_14699	11	16.0
scaffold_147	22	36.0
scaffold_1470	17	89.0
scaffold_14702	2	3.0
scaffold_14708	6	8.0
scaffold_1471	9	11.0
scaffold_14712	3	6.0
scaffold_14715	13	19.0
scaffold_14719	3	3.0
scaffold_1472	18	29.0
scaffold_14720	2	3.0
scaffold_14723	7	11.0
scaffold_14727	2	2.0
scaffold_14729	1	1.0
scaffold_1473	5	5.0
scaffold_14732	27	45.0
scaffold_14734	1	1.0
scaffold_1474	8	14.0
scaffold_14747	1	1.0
scaffold_14748	1	1.0
scaffold_1475	1	1.0
scaffold_14754	3	11.0
scaffold_14755	1	3.0
scaffold_14757	1	2.0
scaffold_1476	13	21.0
scaffold_14766	1	1.0
scaffold_1477	71	160.0
scaffold_14770	1	2.0
scaffold_14774	1	1.0
scaffold_14777	4	4.0
scaffold_14778	1	1.0
scaffold_1478	11	17.0
scaffold_14781	4	4.0
scaffold_14789	2	3.0
scaffold_1479	37	61.0
scaffold_14790	1	1.0
scaffold_14791	1	1.0
scaffold_14793	1	3.0
scaffold_14798	1	1.0
scaffold_148	129	240.0
scaffold_1480	37	50.0
scaffold_14800	6	6.0
scaffold_14806	2	3.0
scaffold_1481	9	12.0
scaffold_14812	1	1.0
scaffold_1482	9	173.0
scaffold_14821	1	1.0
scaffold_14826	2	9.0
scaffold_1483	7	12.0
scaffold_14831	1	1.0
scaffold_14832	1	1.0
scaffold_14838	1	1.0
scaffold_1484	11	16.0
scaffold_14840	1	1.0
scaffold_14841	1	2.0
scaffold_14844	3	3.0
scaffold_14845	1	1.0
scaffold_14848	1	1.0
scaffold_1485	8	10.0
scaffold_14851	1	1.0
scaffold_14853	1	2.0
scaffold_1486	17	28.0
scaffold_14865	1	2.0
scaffold_14867	4	18.0
scaffold_1487	85	151.0
scaffold_14870	1	1.0
scaffold_14872	32	179.0
scaffold_14879	4	30.0
scaffold_1488	14	21.0
scaffold_14880	1	1.0
scaffold_14884	1	1.0
scaffold_14886	1	1.0
scaffold_1489	7	13.0
scaffold_14890	1	3.0
scaffold_14891	2	3.0
scaffold_149	75	225.0
scaffold_1490	21	35.0
scaffold_14900	1	1.0
scaffold_14909	1	1.0
scaffold_14910	1	1.0
scaffold_14912	1	2.0
scaffold_14913	1	1.0
scaffold_1492	29	62.0
scaffold_14924	1	1.0
scaffold_1493	4	6.0
scaffold_14933	1	2.0
scaffold_14935	1	1.0
scaffold_14938	1	1.0
scaffold_1494	2	5.0
scaffold_14943	1	1.0
scaffold_14944	1	1.0
scaffold_14946	3	5.0
scaffold_14949	3	3.0
scaffold_1495	1	1.0
scaffold_14952	2	2.0
scaffold_14958	2	3.0
scaffold_1496	15	21.0
scaffold_1497	2	2.0
scaffold_14972	1	1.0
scaffold_14975	3	3.0
scaffold_14977	1	3.0
scaffold_1498	1	1.0
scaffold_14983	1	1.0
scaffold_14987	1	1.0
scaffold_1499	7	11.0
scaffold_14992	1	1.0
scaffold_14995	1	2.0
scaffold_14997	5	12.0
scaffold_14998	3	6.0
scaffold_15	46	118.0
scaffold_150	90	194.0
scaffold_1500	51	76.0
scaffold_15002	77	183.0
scaffold_15004	1	1.0
scaffold_15005	2	3.0
scaffold_15007	1	2.0
scaffold_15008	1	1.0
scaffold_1501	13	25.0
scaffold_15012	1	1.0
scaffold_15018	1	1.0
scaffold_15019	1	4.0
scaffold_1502	122	539.0
scaffold_15024	8	10.0
scaffold_15025	1	2.0
scaffold_1503	41	61.0
scaffold_15033	2	2.0
scaffold_15037	1	2.0
scaffold_1504	7	33.0
scaffold_15040	1	1.0
scaffold_15041	1	1.0
scaffold_15046	1	2.0
scaffold_1505	24	39.0
scaffold_15053	1	2.0
scaffold_15058	2	6.0
scaffold_1506	9	16.0
scaffold_15060	1	1.0
scaffold_15062	9	11.0
scaffold_15065	1	1.0
scaffold_15069	1	2.0
scaffold_15072	1	1.0
scaffold_15078	2	3.0
scaffold_1508	3	4.0
scaffold_15080	4	7.0
scaffold_15085	5	7.0
scaffold_15086	1	1.0
scaffold_15089	2	2.0
scaffold_1509	17	22.0
scaffold_15091	31	78.0
scaffold_15095	5	7.0
scaffold_15099	1	1.0
scaffold_151	27	56.0
scaffold_1510	5	6.0
scaffold_15101	5	7.0
scaffold_15104	1	1.0
scaffold_15105	1	2.0
scaffold_15107	2	2.0
scaffold_1511	22	39.0
scaffold_15118	1	1.0
scaffold_15119	6	15.0
scaffold_1512	37	61.0
scaffold_15121	1	1.0
scaffold_15123	1	1.0
scaffold_15127	1	1.0
scaffold_15129	1	1.0
scaffold_1513	6	7.0
scaffold_15131	1	1.0
scaffold_15133	2	3.0
scaffold_15135	95	989.0
scaffold_15137	1	3.0
scaffold_15139	7	14.0
scaffold_1514	37	62.0
scaffold_15140	91	279.0
scaffold_15142	1	1.0
scaffold_15145	1	1.0
scaffold_15149	1	1.0
scaffold_1515	50	82.0
scaffold_15153	1	1.0
scaffold_15158	2	2.0
scaffold_1516	3	3.0
scaffold_15163	1	2.0
scaffold_1517	3	3.0
scaffold_15174	1	1.0
scaffold_1518	7	9.0
scaffold_15183	1	1.0
scaffold_15185	1	1.0
scaffold_15187	6	10.0
scaffold_1519	9	19.0
scaffold_15191	2	3.0
scaffold_15192	9	18.0
scaffold_15193	1	1.0
scaffold_152	14	17.0
scaffold_1520	198	1435.0
scaffold_15202	1	1.0
scaffold_15203	1	1.0
scaffold_15209	1	3.0
scaffold_1521	10	14.0
scaffold_15210	1	1.0
scaffold_15211	1	1.0
scaffold_15212	1	1.0
scaffold_15214	1	8.0
scaffold_15216	1	1.0
scaffold_15218	1	1.0
scaffold_1522	7	8.0
scaffold_15222	2	3.0
scaffold_15223	2	7.0
scaffold_15225	1	1.0
scaffold_15229	12	19.0
scaffold_1523	3	3.0
scaffold_15232	2	2.0
scaffold_15236	8	26.0
scaffold_15237	3	3.0
scaffold_1524	3	4.0
scaffold_15241	2	6.0
scaffold_1525	20	30.0
scaffold_15256	4	4.0
scaffold_1526	32	44.0
scaffold_15261	57	140.0
scaffold_15266	1	1.0
scaffold_15267	1	1.0
scaffold_15268	1	1.0
scaffold_15269	1	2.0
scaffold_1527	14	41.0
scaffold_1528	6	7.0
scaffold_15282	7	7.0
scaffold_15287	3	4.0
scaffold_15288	1	1.0
scaffold_1529	18	29.0
scaffold_15290	5	5.0
scaffold_15292	1	1.0
scaffold_15293	1	1.0
scaffold_15297	3	8.0
scaffold_15298	2	2.0
scaffold_153	100	153.0
scaffold_1530	55	112.0
scaffold_15303	10	12.0
scaffold_1531	19	25.0
scaffold_15310	8	17.0
scaffold_15314	1	1.0
scaffold_1532	9	16.0
scaffold_15326	1	2.0
scaffold_1533	51	86.0
scaffold_15332	1	1.0
scaffold_15335	3	8.0
scaffold_1534	2	2.0
scaffold_15341	1	1.0
scaffold_15347	2	2.0
scaffold_15348	2	2.0
scaffold_1535	5	7.0
scaffold_15351	15	33.0
scaffold_15356	1	1.0
scaffold_15357	3	4.0
scaffold_1536	33	82.0
scaffold_15363	1	15.0
scaffold_1537	11	29.0
scaffold_15371	1	1.0
scaffold_15373	9	15.0
scaffold_15378	1	2.0
scaffold_1538	18	26.0
scaffold_15380	3	14.0
scaffold_15381	1	1.0
scaffold_15382	1	1.0
scaffold_15384	2	2.0
scaffold_15385	14	24.0
scaffold_1539	36	89.0
scaffold_15390	5	10.0
scaffold_15391	1	2.0
scaffold_15399	1	2.0
scaffold_154	90	167.0
scaffold_1540	41	82.0
scaffold_15406	8	15.0
scaffold_15407	2	3.0
scaffold_1541	23	34.0
scaffold_15410	4	6.0
scaffold_15412	10	13.0
scaffold_15415	5	27.0
scaffold_15416	1	2.0
scaffold_1542	8	10.0
scaffold_15422	11	15.0
scaffold_1543	33	51.0
scaffold_15434	2	2.0
scaffold_15438	2	2.0
scaffold_15439	1	2.0
scaffold_1544	7	8.0
scaffold_15440	3	3.0
scaffold_1545	102	351.0
scaffold_15453	1	1.0
scaffold_1546	24	48.0
scaffold_15460	1	1.0
scaffold_15462	1	5.0
scaffold_15463	8	10.0
scaffold_15464	2	2.0
scaffold_15467	1	1.0
scaffold_15468	14	20.0
scaffold_1547	10	13.0
scaffold_15472	2	2.0
scaffold_15477	1	1.0
scaffold_1548	6	8.0
scaffold_15483	2	2.0
scaffold_15487	1	2.0
scaffold_1549	5	7.0
scaffold_15494	3	7.0
scaffold_15495	1	2.0
scaffold_15498	1	1.0
scaffold_155	18	25.0
scaffold_1550	3	7.0
scaffold_15500	1	1.0
scaffold_15501	5	6.0
scaffold_1551	6	9.0
scaffold_15511	8	13.0
scaffold_15516	1	5.0
scaffold_15517	1	1.0
scaffold_1552	32	92.0
scaffold_15528	1	1.0
scaffold_15529	1	1.0
scaffold_1553	7	10.0
scaffold_15531	4	4.0
scaffold_15533	3	6.0
scaffold_15536	1	1.0
scaffold_15538	1	1.0
scaffold_1554	4	7.0
scaffold_15548	2	4.0
scaffold_15549	2	2.0
scaffold_1555	5	5.0
scaffold_15556	1	2.0
scaffold_1556	34	397.0
scaffold_15561	1	1.0
scaffold_15564	1	1.0
scaffold_15568	1	1.0
scaffold_1557	6	9.0
scaffold_15570	1	1.0
scaffold_15571	1	1.0
scaffold_15575	1	1.0
scaffold_15576	1	2.0
scaffold_15578	1	1.0
scaffold_1558	156	581.0
scaffold_15586	8	15.0
scaffold_15587	2	2.0
scaffold_1559	9	23.0
scaffold_15590	1	1.0
scaffold_156	21	48.0
scaffold_1560	74	114.0
scaffold_15605	1	1.0
scaffold_1561	21	45.0
scaffold_15610	1	1.0
scaffold_15613	36	181.0
scaffold_15617	6	7.0
scaffold_1562	10	16.0
scaffold_15621	2	2.0
scaffold_15623	3	3.0
scaffold_15624	1	1.0
scaffold_15628	1	1.0
scaffold_1563	21	61.0
scaffold_15634	2	3.0
scaffold_15635	2	7.0
scaffold_15636	6	7.0
scaffold_1564	39	85.0
scaffold_15640	1	1.0
scaffold_15645	1	1.0
scaffold_15649	1	3.0
scaffold_1565	18	64.0
scaffold_15653	5	9.0
scaffold_15658	9	69.0
scaffold_1566	21	28.0
scaffold_15662	1	2.0
scaffold_15663	1	1.0
scaffold_15664	2	2.0
scaffold_1567	52	99.0
scaffold_15676	1	1.0
scaffold_15678	2	4.0
scaffold_1568	9	30.0
scaffold_15684	3	5.0
scaffold_15688	4	6.0
scaffold_1569	7	10.0
scaffold_15691	3	8.0
scaffold_15698	1	1.0
scaffold_15699	1	1.0
scaffold_157	54	92.0
scaffold_1570	36	59.0
scaffold_15702	1	1.0
scaffold_15703	1	1.0
scaffold_15708	1	2.0
scaffold_15709	1	1.0
scaffold_1571	7	14.0
scaffold_15712	1	1.0
scaffold_1572	8	12.0
scaffold_15724	1	3.0
scaffold_15726	2	2.0
scaffold_1573	3	5.0
scaffold_15732	1	1.0
scaffold_15736	3	4.0
scaffold_15738	1	1.0
scaffold_1574	24	40.0
scaffold_15741	1	1.0
scaffold_15742	1	2.0
scaffold_15743	1	2.0
scaffold_15745	6	23.0
scaffold_1575	1	4.0
scaffold_15751	2	4.0
scaffold_15752	4	4.0
scaffold_15754	1	3.0
scaffold_15755	1	1.0
scaffold_1576	3	3.0
scaffold_15760	2	5.0
scaffold_15761	1	1.0
scaffold_15762	1	1.0
scaffold_15765	1	3.0
scaffold_1577	3	7.0
scaffold_15770	1	1.0
scaffold_15772	6	22.0
scaffold_15774	1	1.0
scaffold_15778	1	18.0
scaffold_1578	5	7.0
scaffold_15783	1	1.0
scaffold_15784	1	3.0
scaffold_15786	2	2.0
scaffold_15788	1	1.0
scaffold_1579	9	13.0
scaffold_15790	36	63.0
scaffold_15795	1	1.0
scaffold_15799	1	3.0
scaffold_158	78	268.0
scaffold_1580	30	57.0
scaffold_15805	1	1.0
scaffold_15808	1	1.0
scaffold_1581	1	2.0
scaffold_15810	1	2.0
scaffold_15812	1	2.0
scaffold_15813	2	2.0
scaffold_15815	2	3.0
scaffold_1582	26	31.0
scaffold_15820	1	2.0
scaffold_15821	4	8.0
scaffold_15824	17	29.0
scaffold_1583	13	20.0
scaffold_1584	9	83.0
scaffold_15843	29	43.0
scaffold_15854	2	4.0
scaffold_1586	25	50.0
scaffold_15864	1	4.0
scaffold_15865	1	1.0
scaffold_15866	1	3.0
scaffold_1587	49	75.0
scaffold_15873	1	1.0
scaffold_15875	1	1.0
scaffold_15877	4	5.0
scaffold_1588	6	9.0
scaffold_15881	9	11.0
scaffold_15887	17	29.0
scaffold_15889	4	6.0
scaffold_1589	60	96.0
scaffold_15890	1	1.0
scaffold_15892	1	1.0
scaffold_15895	1	1.0
scaffold_15897	1	1.0
scaffold_159	44	68.0
scaffold_1590	25	50.0
scaffold_15901	2	3.0
scaffold_1591	6	7.0
scaffold_15911	1	1.0
scaffold_15917	1	2.0
scaffold_15919	1	1.0
scaffold_1592	33	85.0
scaffold_15921	1	3.0
scaffold_15923	2	2.0
scaffold_15927	6	15.0
scaffold_1593	4	4.0
scaffold_15932	5	7.0
scaffold_15933	2	3.0
scaffold_15934	1	1.0
scaffold_15935	2	3.0
scaffold_1594	49	77.0
scaffold_15942	1	2.0
scaffold_15945	2	2.0
scaffold_15948	1	1.0
scaffold_15949	2	2.0
scaffold_1595	20	30.0
scaffold_15950	5	12.0
scaffold_15953	1	1.0
scaffold_15954	2	2.0
scaffold_15955	2	2.0
scaffold_15957	12	237.0
scaffold_15958	2	2.0
scaffold_1596	22	32.0
scaffold_15962	2	2.0
scaffold_1597	18	25.0
scaffold_15972	2	2.0
scaffold_15974	1	1.0
scaffold_15975	2	3.0
scaffold_15976	1	2.0
scaffold_1598	11	19.0
scaffold_15984	1	1.0
scaffold_15985	1	1.0
scaffold_1599	8	13.0
scaffold_15998	1	1.0
scaffold_15999	1	1.0
scaffold_16	77	145.0
scaffold_160	46	69.0
scaffold_1600	9	16.0
scaffold_16001	1	2.0
scaffold_16004	2	4.0
scaffold_1601	19	33.0
scaffold_16010	1	1.0
scaffold_16012	6	165.0
scaffold_16016	1	1.0
scaffold_16017	1	1.0
scaffold_1602	8	60.0
scaffold_16020	1	1.0
scaffold_16028	1	3.0
scaffold_1603	8	18.0
scaffold_16032	26	152.0
scaffold_16033	1	2.0
scaffold_16035	6	11.0
scaffold_1604	2	2.0
scaffold_16041	1	2.0
scaffold_16043	1	1.0
scaffold_16046	6	6.0
scaffold_16047	1	2.0
scaffold_16049	2	2.0
scaffold_1605	4	5.0
scaffold_16051	1	2.0
scaffold_16055	1	2.0
scaffold_16057	2	2.0
scaffold_16058	1	1.0
scaffold_1606	23	36.0
scaffold_16060	1	1.0
scaffold_16069	6	7.0
scaffold_1607	39	68.0
scaffold_16070	2	2.0
scaffold_16074	6	15.0
scaffold_16079	1	4.0
scaffold_1608	9	11.0
scaffold_16081	1	1.0
scaffold_16084	1	1.0
scaffold_16086	2	2.0
scaffold_1609	91	208.0
scaffold_16092	2	3.0
scaffold_16095	4	4.0
scaffold_16099	2	6.0
scaffold_161	35	109.0
scaffold_1610	3	4.0
scaffold_16102	2	3.0
scaffold_16103	17	28.0
scaffold_16107	1	1.0
scaffold_16108	1	1.0
scaffold_16112	2	3.0
scaffold_16115	1	1.0
scaffold_16116	2	3.0
scaffold_16117	2	2.0
scaffold_1612	12	14.0
scaffold_1613	17	28.0
scaffold_16133	1	1.0
scaffold_16134	1	1.0
scaffold_16137	1	2.0
scaffold_1614	28	42.0
scaffold_16145	1	1.0
scaffold_1615	4	17.0
scaffold_16158	2	3.0
scaffold_1616	15	32.0
scaffold_16161	1	2.0
scaffold_16162	1	1.0
scaffold_16164	1	1.0
scaffold_16166	1	1.0
scaffold_16169	8	27.0
scaffold_1617	26	45.0
scaffold_16175	1	3.0
scaffold_16176	1	2.0
scaffold_1618	9	17.0
scaffold_16182	3	5.0
scaffold_1619	9	25.0
scaffold_16190	1	1.0
scaffold_16194	2	6.0
scaffold_16196	10	156.0
scaffold_162	73	147.0
scaffold_1620	2	4.0
scaffold_16203	2	6.0
scaffold_16204	29	66.0
scaffold_16205	2	13.0
scaffold_16209	1	1.0
scaffold_1621	40	57.0
scaffold_16210	1	1.0
scaffold_16216	1	2.0
scaffold_1622	2	2.0
scaffold_16220	1	1.0
scaffold_16228	1	1.0
scaffold_1623	11	113.0
scaffold_16231	2	3.0
scaffold_16232	2	2.0
scaffold_16234	1	1.0
scaffold_16237	1	2.0
scaffold_1624	42	111.0
scaffold_16240	1	1.0
scaffold_16242	4	5.0
scaffold_16243	14	25.0
scaffold_1625	11	20.0
scaffold_16258	17	37.0
scaffold_1626	15	26.0
scaffold_16260	1	1.0
scaffold_16267	1	1.0
scaffold_16269	1	1.0
scaffold_1627	38	67.0
scaffold_1628	5	7.0
scaffold_16284	3	4.0
scaffold_1629	53	105.0
scaffold_16296	1	1.0
scaffold_163	81	125.0
scaffold_1630	6	12.0
scaffold_16300	1	1.0
scaffold_16305	1	1.0
scaffold_16306	1	1.0
scaffold_16309	2	2.0
scaffold_1631	50	92.0
scaffold_16311	6	7.0
scaffold_16319	1	2.0
scaffold_1632	7	9.0
scaffold_16323	1	2.0
scaffold_16324	1	1.0
scaffold_16329	2	2.0
scaffold_1633	10	40.0
scaffold_16334	1	1.0
scaffold_16337	1	1.0
scaffold_16338	1	1.0
scaffold_1634	6	12.0
scaffold_16342	1	1.0
scaffold_16345	1	1.0
scaffold_16347	2	3.0
scaffold_1635	17	28.0
scaffold_16351	1	1.0
scaffold_16356	1	1.0
scaffold_16357	1	1.0
scaffold_16358	7	16.0
scaffold_1636	21	36.0
scaffold_16364	1	2.0
scaffold_16365	1	2.0
scaffold_16366	7	7.0
scaffold_16369	3	3.0
scaffold_1637	2198	6313.0
scaffold_16370	2	2.0
scaffold_16372	1	3.0
scaffold_16374	1	14.0
scaffold_16375	2	2.0
scaffold_16378	1	1.0
scaffold_1638	70	117.0
scaffold_16383	1	2.0
scaffold_16384	1	1.0
scaffold_16386	1	1.0
scaffold_16389	1	2.0
scaffold_1639	30	35.0
scaffold_16390	2	2.0
scaffold_16393	1	1.0
scaffold_16394	1	2.0
scaffold_16395	1	1.0
scaffold_16396	2	3.0
scaffold_164	29	42.0
scaffold_1640	1	1.0
scaffold_16403	1	1.0
scaffold_1641	9	13.0
scaffold_16411	1	2.0
scaffold_16412	1	1.0
scaffold_16418	1	1.0
scaffold_1642	70	260.0
scaffold_16420	1	2.0
scaffold_16423	1	4.0
scaffold_16424	10	21.0
scaffold_16426	1	1.0
scaffold_16427	1	2.0
scaffold_16428	1	1.0
scaffold_1643	12	17.0
scaffold_1644	2	4.0
scaffold_16441	1	1.0
scaffold_16442	1	1.0
scaffold_16448	1	2.0
scaffold_16449	3	4.0
scaffold_1645	2	6.0
scaffold_16452	2	2.0
scaffold_16453	6	8.0
scaffold_16455	1	1.0
scaffold_16457	1	2.0
scaffold_16458	1	1.0
scaffold_16459	1	1.0
scaffold_1646	4	5.0
scaffold_16463	2	4.0
scaffold_1647	20	30.0
scaffold_16470	1	3.0
scaffold_16475	1	2.0
scaffold_16476	1	1.0
scaffold_16478	1	1.0
scaffold_1648	10	21.0
scaffold_16480	3	7.0
scaffold_16482	1	2.0
scaffold_16486	6	14.0
scaffold_1649	5	9.0
scaffold_16490	1	1.0
scaffold_165	40	61.0
scaffold_1650	2	3.0
scaffold_16502	3	3.0
scaffold_16504	1	1.0
scaffold_16505	1	1.0
scaffold_16506	8	14.0
scaffold_16507	1	1.0
scaffold_1651	3	13.0
scaffold_16510	1	1.0
scaffold_16511	1	1.0
scaffold_16514	1	1.0
scaffold_16519	1	1.0
scaffold_1652	13	16.0
scaffold_16522	3	3.0
scaffold_16524	1	1.0
scaffold_16525	1	1.0
scaffold_16527	64	116.0
scaffold_1653	3	3.0
scaffold_16536	16	18.0
scaffold_16537	1	1.0
scaffold_1654	33	63.0
scaffold_16541	1	3.0
scaffold_1655	1	2.0
scaffold_16551	2	2.0
scaffold_16556	1	1.0
scaffold_1656	26	50.0
scaffold_16560	1	1.0
scaffold_16569	2	2.0
scaffold_1657	7	9.0
scaffold_16576	1	1.0
scaffold_16578	2	2.0
scaffold_16579	1	1.0
scaffold_1658	7	8.0
scaffold_16586	1	1.0
scaffold_1659	5	10.0
scaffold_16591	1	2.0
scaffold_16593	1	1.0
scaffold_16597	2	3.0
scaffold_166	157	375.0
scaffold_1660	5	15.0
scaffold_16609	1	1.0
scaffold_1661	9	28.0
scaffold_1662	6	10.0
scaffold_16622	1	1.0
scaffold_16623	1	1.0
scaffold_1663	83	225.0
scaffold_16631	1	1.0
scaffold_16636	1	1.0
scaffold_16638	2	3.0
scaffold_1664	14	39.0
scaffold_16643	2	3.0
scaffold_16648	2	3.0
scaffold_16649	1	1.0
scaffold_1665	28	50.0
scaffold_16650	1	1.0
scaffold_1666	8	13.0
scaffold_16660	33	60.0
scaffold_16662	1	1.0
scaffold_16664	1	1.0
scaffold_16665	2	2.0
scaffold_16668	2	6.0
scaffold_1667	33	48.0
scaffold_16673	1	1.0
scaffold_16679	1	4.0
scaffold_1668	9	12.0
scaffold_16683	1	1.0
scaffold_16684	1	2.0
scaffold_1669	42	52.0
scaffold_16690	2	2.0
scaffold_16691	7	7.0
scaffold_16698	1	2.0
scaffold_167	144	285.0
scaffold_1670	4	8.0
scaffold_16701	7	12.0
scaffold_16709	1	1.0
scaffold_1671	2	2.0
scaffold_16714	5	32.0
scaffold_1672	37	70.0
scaffold_16721	1	1.0
scaffold_16726	1	1.0
scaffold_16729	1	1.0
scaffold_1673	26	57.0
scaffold_16735	2	2.0
scaffold_1674	4	6.0
scaffold_1675	6	8.0
scaffold_16752	1	2.0
scaffold_1676	212	2142.0
scaffold_16765	1	1.0
scaffold_16769	1	1.0
scaffold_1677	48	372.0
scaffold_16770	40	107.0
scaffold_16771	2	2.0
scaffold_1678	4	7.0
scaffold_16788	2	3.0
scaffold_1679	4	6.0
scaffold_16795	1	1.0
scaffold_16797	1	1.0
scaffold_168	113	298.0
scaffold_1680	35	54.0
scaffold_16805	1	4.0
scaffold_16806	2	2.0
scaffold_1681	14	23.0
scaffold_16819	1	1.0
scaffold_1682	77	361.0
scaffold_16820	1	2.0
scaffold_16821	1	1.0
scaffold_1683	8	11.0
scaffold_16831	1	1.0
scaffold_16836	3	5.0
scaffold_16839	8	16.0
scaffold_1684	13	26.0
scaffold_16848	4	7.0
scaffold_16849	1	1.0
scaffold_1685	28	44.0
scaffold_16850	1	1.0
scaffold_16853	1	1.0
scaffold_16856	3	5.0
scaffold_1686	43	122.0
scaffold_16864	1	1.0
scaffold_16865	2	21.0
scaffold_1687	34	49.0
scaffold_16870	2	2.0
scaffold_16873	2	4.0
scaffold_1688	59	107.0
scaffold_16888	1	1.0
scaffold_16889	1	1.0
scaffold_1689	23	50.0
scaffold_16892	1	2.0
scaffold_16893	1	1.0
scaffold_16894	2	2.0
scaffold_16897	2	2.0
scaffold_16898	2	2.0
scaffold_169	99	224.0
scaffold_1690	11	88.0
scaffold_1691	12	18.0
scaffold_16917	1	2.0
scaffold_16919	2	2.0
scaffold_1692	11	12.0
scaffold_16920	1	2.0
scaffold_16928	11	17.0
scaffold_16929	3	7.0
scaffold_1693	5	9.0
scaffold_16931	1	1.0
scaffold_16933	4	13.0
scaffold_16936	2	17.0
scaffold_1694	9	16.0
scaffold_16940	1	1.0
scaffold_16942	1	1.0
scaffold_16945	2	2.0
scaffold_16946	2	3.0
scaffold_1695	19	25.0
scaffold_16952	3	3.0
scaffold_16955	1	1.0
scaffold_16957	1	1.0
scaffold_1696	17	20.0
scaffold_16965	5	71.0
scaffold_16968	33	92.0
scaffold_16969	1	1.0
scaffold_1697	6	14.0
scaffold_16971	1	3.0
scaffold_16978	125	454.0
scaffold_16979	5	6.0
scaffold_1698	6	8.0
scaffold_16983	1	1.0
scaffold_16987	1	1.0
scaffold_1699	1	1.0
scaffold_16990	2	44.0
scaffold_16992	1	1.0
scaffold_16996	1	1.0
scaffold_17	196	1039.0
scaffold_170	31	68.0
scaffold_1700	3	4.0
scaffold_17000	14	22.0
scaffold_17001	1	1.0
scaffold_1701	2	2.0
scaffold_17010	3	6.0
scaffold_1702	18	38.0
scaffold_17021	1	1.0
scaffold_17022	2	3.0
scaffold_17023	11	19.0
scaffold_1703	1	2.0
scaffold_17031	1	1.0
scaffold_17032	1	1.0
scaffold_17033	1	1.0
scaffold_17034	2	7.0
scaffold_17035	1	1.0
scaffold_17037	4	6.0
scaffold_17038	114	403.0
scaffold_1704	3	3.0
scaffold_17041	1	2.0
scaffold_17044	4	15.0
scaffold_17046	1	1.0
scaffold_1705	10	16.0
scaffold_17051	2	2.0
scaffold_1706	13	23.0
scaffold_17062	1	1.0
scaffold_17064	1	1.0
scaffold_1707	4	5.0
scaffold_17074	1	2.0
scaffold_17076	1	1.0
scaffold_1708	36	60.0
scaffold_17081	1	6.0
scaffold_17082	1	1.0
scaffold_17083	1	1.0
scaffold_17087	1	1.0
scaffold_1709	9	19.0
scaffold_17093	17	21.0
scaffold_17094	1	1.0
scaffold_171	13	29.0
scaffold_1710	14	69.0
scaffold_17106	1	1.0
scaffold_1711	3	4.0
scaffold_17111	1	3.0
scaffold_17112	3	4.0
scaffold_17113	3	5.0
scaffold_17114	1	1.0
scaffold_17117	3	14.0
scaffold_1712	61	95.0
scaffold_17123	2	70.0
scaffold_17128	2	2.0
scaffold_17129	1	1.0
scaffold_1713	7	8.0
scaffold_17133	1	2.0
scaffold_1714	21	86.0
scaffold_17140	1	1.0
scaffold_17141	1	3.0
scaffold_17144	1	1.0
scaffold_1715	13	28.0
scaffold_17153	1	1.0
scaffold_1716	8	14.0
scaffold_1717	8	10.0
scaffold_17170	1	1.0
scaffold_17171	1	1.0
