name	Unique Positions	Total Tags
scaffold_15769	8	28.0
scaffold_1577	11	12.0
scaffold_15770	2	2.0
scaffold_15771	1	1.0
scaffold_15772	1	3.0
scaffold_15773	1	1.0
scaffold_15774	3	3.0
scaffold_15775	2	4.0
scaffold_15777	1	2.0
scaffold_15778	1	1.0
scaffold_1578	7	7.0
scaffold_15780	48	66.0
scaffold_15783	2	2.0
scaffold_15784	2	2.0
scaffold_15785	2	3.0
scaffold_1579	12	15.0
scaffold_15790	5	7.0
scaffold_15792	1	2.0
scaffold_15793	2	2.0
scaffold_15794	2	3.0
scaffold_15795	1	1.0
scaffold_15799	1	1.0
scaffold_158	49	84.0
scaffold_1580	428	844.0
scaffold_15805	21	31.0
scaffold_15807	2	2.0
scaffold_15809	0	0.0
scaffold_1581	21	27.0
scaffold_15812	2	2.0
scaffold_15813	2	4.0
scaffold_15814	2	3.0
scaffold_15816	1	1.0
scaffold_15817	3	5.0
scaffold_1582	51	65.0
scaffold_15820	101	180.0
scaffold_15821	2	2.0
scaffold_15822	1	2.0
scaffold_15824	3	6.0
scaffold_15826	1	2.0
scaffold_1583	10	11.0
scaffold_15831	5	7.0
scaffold_15833	1	1.0
scaffold_15837	2	2.0
scaffold_15838	4	5.0
scaffold_1584	13	15.0
scaffold_15840	1	1.0
scaffold_15841	3	3.0
scaffold_15843	774	2060.0
scaffold_15844	2	2.0
scaffold_15846	3	4.0
scaffold_15849	1	1.0
scaffold_1585	5	5.0
scaffold_15850	3	3.0
scaffold_15851	1	2.0
scaffold_15854	2	2.0
scaffold_15855	50	88.0
scaffold_1586	77	104.0
scaffold_15863	2	2.0
scaffold_15864	20	26.0
scaffold_15865	1	1.0
scaffold_15866	3	3.0
scaffold_15867	5	5.0
scaffold_1587	62	81.0
scaffold_15870	1	1.0
scaffold_15871	3	4.0
scaffold_15872	2	2.0
scaffold_15874	1	1.0
scaffold_15878	1	1.0
scaffold_15879	1	1.0
scaffold_1588	5	5.0
scaffold_15880	2	3.0
scaffold_15882	2	3.0
scaffold_15883	1	1.0
scaffold_15885	2	4.0
scaffold_15887	2	4.0
scaffold_15889	2	3.0
scaffold_1589	62	113.0
scaffold_15892	4	4.0
scaffold_15894	2	2.0
scaffold_15895	1	2.0
scaffold_15899	7	9.0
scaffold_159	68	86.0
scaffold_1590	38	73.0
scaffold_15900	1	2.0
scaffold_15901	1	1.0
scaffold_15902	9	9.0
scaffold_15904	3	4.0
scaffold_15909	1	2.0
scaffold_1591	7	7.0
scaffold_15911	104	227.0
scaffold_15913	2	4.0
scaffold_15915	5	9.0
scaffold_15917	1	1.0
scaffold_15919	1	1.0
scaffold_1592	23	27.0
scaffold_15920	3	3.0
scaffold_15921	3	4.0
scaffold_15922	2	2.0
scaffold_15923	1	1.0
scaffold_15926	1	1.0
scaffold_15927	4	5.0
scaffold_1593	9	9.0
scaffold_15931	1	1.0
scaffold_15932	2	3.0
scaffold_15934	1	1.0
scaffold_15935	2	2.0
scaffold_15937	2	2.0
scaffold_15938	26	33.0
scaffold_1594	19	23.0
scaffold_15940	2	2.0
scaffold_15942	3	7.0
scaffold_15945	1	1.0
scaffold_15947	2	3.0
scaffold_15948	1	1.0
scaffold_15949	1	1.0
scaffold_1595	32	39.0
scaffold_15953	2	3.0
scaffold_15954	3	7.0
scaffold_15955	2	2.0
scaffold_15956	1	2.0
scaffold_15958	3	6.0
scaffold_1596	58	86.0
scaffold_15963	4	8.0
scaffold_15967	1	1.0
scaffold_15969	1	1.0
scaffold_1597	8	8.0
scaffold_15974	31	47.0
scaffold_15975	2	3.0
scaffold_15976	1	1.0
scaffold_15977	1	1.0
scaffold_1598	14	16.0
scaffold_15980	2	3.0
scaffold_15984	2	2.0
scaffold_15986	1	1.0
scaffold_15987	1	1.0
scaffold_15989	1	2.0
scaffold_1599	19	53.0
scaffold_15992	1	1.0
scaffold_15993	1	1.0
scaffold_15994	1	3.0
scaffold_16	161	321.0
scaffold_160	38	44.0
scaffold_1600	24	37.0
scaffold_16000	1	2.0
scaffold_16001	0	0.0
scaffold_16003	1	1.0
scaffold_16005	2	3.0
scaffold_16006	2	5.0
scaffold_16007	1	1.0
scaffold_1601	26	37.0
scaffold_16010	4	8.0
scaffold_16011	1	1.0
scaffold_16012	3	7.0
scaffold_16013	1	2.0
scaffold_16016	1	1.0
scaffold_16017	1	1.0
scaffold_16019	3	3.0
scaffold_1602	3	3.0
scaffold_16027	1	2.0
scaffold_1603	23	32.0
scaffold_16030	6	8.0
scaffold_16032	4	4.0
scaffold_16033	1	1.0
scaffold_16034	4	6.0
scaffold_16035	3	4.0
scaffold_16037	1	1.0
scaffold_16039	4	5.0
scaffold_1604	17	25.0
scaffold_16040	3	3.0
scaffold_16041	3	6.0
scaffold_16043	1	1.0
scaffold_16046	8	9.0
scaffold_16047	2	4.0
scaffold_1605	17	22.0
scaffold_16054	2	2.0
scaffold_16057	9	22.0
scaffold_16058	2	4.0
scaffold_16059	4	4.0
scaffold_1606	59	76.0
scaffold_16061	1	1.0
scaffold_16066	1	1.0
scaffold_16069	2	2.0
scaffold_1607	19	23.0
scaffold_16070	3	4.0
scaffold_16072	6	7.0
scaffold_16073	3	3.0
scaffold_16074	3	3.0
scaffold_16078	1	2.0
scaffold_1608	27	36.0
scaffold_16081	20	29.0
scaffold_16082	1	1.0
scaffold_16084	1	2.0
scaffold_16086	4	5.0
scaffold_16088	2	2.0
scaffold_16089	1	1.0
scaffold_1609	6	6.0
scaffold_16090	1	2.0
scaffold_16092	2	2.0
scaffold_16094	1	2.0
scaffold_16095	4	7.0
scaffold_16096	37	63.0
scaffold_16098	2	2.0
scaffold_16099	1	1.0
scaffold_161	15	26.0
scaffold_1610	7	10.0
scaffold_16101	4	6.0
scaffold_16102	7	9.0
scaffold_16103	4	4.0
scaffold_16104	2	2.0
scaffold_16105	16	19.0
scaffold_16106	3	5.0
scaffold_16107	16	21.0
scaffold_16108	1	2.0
scaffold_1611	18	21.0
scaffold_16112	4	4.0
scaffold_16113	1	1.0
scaffold_16115	1	1.0
scaffold_16116	12	13.0
scaffold_16117	5	5.0
scaffold_16119	1	1.0
scaffold_1612	63	93.0
scaffold_16120	1	1.0
scaffold_16122	1	1.0
scaffold_16127	1	1.0
scaffold_16128	2	17.0
scaffold_16129	1	1.0
scaffold_1613	33	48.0
scaffold_16132	1	1.0
scaffold_16134	4	6.0
scaffold_16139	1	1.0
scaffold_1614	70	106.0
scaffold_16142	1	2.0
scaffold_16143	3	4.0
scaffold_16145	1	1.0
scaffold_16146	3	5.0
scaffold_16147	1	1.0
scaffold_16148	1	1.0
scaffold_16149	1	2.0
scaffold_1615	10	11.0
scaffold_16152	1	1.0
scaffold_16154	1	1.0
scaffold_16155	1	1.0
scaffold_16157	1	1.0
scaffold_16158	5	10.0
scaffold_1616	39	53.0
scaffold_16161	1	1.0
scaffold_16163	1	1.0
scaffold_16165	1	1.0
scaffold_16169	3	5.0
scaffold_1617	43	51.0
scaffold_16171	1	142.0
scaffold_16172	2	3.0
scaffold_16173	3	4.0
scaffold_16176	1	1.0
scaffold_16177	1	1.0
scaffold_16179	1	1.0
scaffold_1618	6	9.0
scaffold_16184	1	1.0
scaffold_16187	1	1.0
scaffold_16189	1	1.0
scaffold_1619	12	22.0
scaffold_16190	51	87.0
scaffold_16193	1	1.0
scaffold_16196	9	35.0
scaffold_16198	3	3.0
scaffold_162	107	133.0
scaffold_1620	2	2.0
scaffold_16203	3	4.0
scaffold_16204	2	4.0
scaffold_16206	1	1.0
scaffold_16207	1	1.0
scaffold_1621	23	27.0
scaffold_16211	10	17.0
scaffold_1622	1	2.0
scaffold_16221	1	1.0
scaffold_16224	4	8.0
scaffold_16225	2	2.0
scaffold_16227	3	3.0
scaffold_16229	2	3.0
scaffold_1623	7	8.0
scaffold_16231	1	2.0
scaffold_16232	2	2.0
scaffold_16237	2	2.0
scaffold_16238	1	1.0
scaffold_1624	74	99.0
scaffold_16240	4	4.0
scaffold_16242	315	651.0
scaffold_16243	20	23.0
scaffold_16246	3	4.0
scaffold_1625	5	6.0
scaffold_16251	1	2.0
scaffold_16254	1	1.0
scaffold_16258	1	2.0
scaffold_1626	15	20.0
scaffold_16260	1	1.0
scaffold_16268	1	1.0
scaffold_16269	7	9.0
scaffold_1627	98	124.0
scaffold_1628	8	8.0
scaffold_16280	4	5.0
scaffold_16281	1	1.0
scaffold_16283	2	3.0
scaffold_16284	1	1.0
scaffold_16289	1	1.0
scaffold_1629	50	71.0
scaffold_16293	1	1.0
scaffold_16296	3	3.0
scaffold_16299	2	2.0
scaffold_163	109	140.0
scaffold_1630	8	8.0
scaffold_16300	5	9.0
scaffold_16302	1	1.0
scaffold_16303	8	10.0
scaffold_16304	1	1.0
scaffold_16305	3	4.0
scaffold_16306	12	21.0
scaffold_16309	207	550.0
scaffold_1631	46	71.0
scaffold_16310	2	4.0
scaffold_16311	2	2.0
scaffold_16315	17	195.0
scaffold_16316	2	2.0
scaffold_16318	1	1.0
scaffold_16319	2	2.0
scaffold_1632	13	14.0
scaffold_16322	1	1.0
scaffold_16324	1	1.0
scaffold_16326	1	1.0
scaffold_16328	1	1.0
scaffold_16329	2	2.0
scaffold_1633	18	21.0
scaffold_16331	1	1.0
scaffold_16336	1	1.0
scaffold_1634	14	17.0
scaffold_16340	8	28.0
scaffold_16342	1	1.0
scaffold_16343	1	3.0
scaffold_16344	1	1.0
scaffold_16346	2	2.0
scaffold_16348	25	37.0
scaffold_16349	116	201.0
scaffold_1635	29	38.0
scaffold_16350	3	4.0
scaffold_16353	3	3.0
scaffold_16356	1	1.0
scaffold_16358	1	1.0
scaffold_16359	16	23.0
scaffold_1636	13	19.0
scaffold_16363	2	2.0
scaffold_16365	1	1.0
scaffold_16366	3	3.0
scaffold_16368	1	1.0
scaffold_16369	1	1.0
scaffold_1637	3419	20054.0
scaffold_16370	3	6.0
scaffold_16372	1	1.0
scaffold_16373	67	212.0
scaffold_16374	3	6.0
scaffold_16375	138	553.0
scaffold_16376	9	14.0
scaffold_16378	1	3.0
scaffold_16379	6	8.0
scaffold_1638	52	68.0
scaffold_16380	1	1.0
scaffold_16383	5	5.0
scaffold_16384	3	3.0
scaffold_16386	4	4.0
scaffold_16389	113	204.0
scaffold_1639	42	59.0
scaffold_16390	2	2.0
scaffold_16393	2	2.0
scaffold_16396	1	1.0
scaffold_164	84	113.0
scaffold_1640	33	52.0
scaffold_16400	1	2.0
scaffold_16408	1	1.0
scaffold_16409	1	2.0
scaffold_1641	7	9.0
scaffold_16410	4	4.0
scaffold_16412	270	640.0
scaffold_16418	2	3.0
scaffold_1642	113	464.0
scaffold_16420	3	5.0
scaffold_16424	81	110.0
scaffold_16425	1	1.0
scaffold_16426	5	6.0
scaffold_1643	13	21.0
scaffold_16433	1	1.0
scaffold_16435	1	2.0
scaffold_16436	1	1.0
scaffold_1644	17	29.0
scaffold_16445	6	7.0
scaffold_16448	2	2.0
scaffold_16449	3	6.0
scaffold_1645	13	17.0
scaffold_16450	3	6.0
scaffold_16451	4	8.0
scaffold_16452	1	1.0
scaffold_16453	8	8.0
scaffold_16454	1	2.0
scaffold_16455	4	4.0
scaffold_16456	1	1.0
scaffold_16458	2	2.0
scaffold_16459	1	1.0
scaffold_1646	10	15.0
scaffold_16460	1	1.0
scaffold_16463	1	1.0
scaffold_16464	2	2.0
scaffold_16466	1	1.0
scaffold_16468	1	2.0
scaffold_1647	250	318.0
scaffold_16470	1	1.0
scaffold_16471	1	1.0
scaffold_16472	3	5.0
scaffold_16474	1	2.0
scaffold_16475	3	3.0
scaffold_16476	1	1.0
scaffold_1648	6	8.0
scaffold_16483	1	1.0
scaffold_16486	3	4.0
scaffold_16488	2	2.0
scaffold_16489	1	2.0
scaffold_1649	10	14.0
scaffold_16491	1	1.0
scaffold_16494	2	3.0
scaffold_16496	1	1.0
scaffold_16499	5	9.0
scaffold_165	96	156.0
scaffold_1650	5	7.0
scaffold_16501	1	1.0
scaffold_16502	3	12.0
scaffold_16505	1	1.0
scaffold_16506	3	5.0
scaffold_16508	1	1.0
scaffold_1651	5	8.0
scaffold_16510	3	4.0
scaffold_16511	3	7.0
scaffold_16513	39	110.0
scaffold_16516	64	110.0
scaffold_16517	13	19.0
scaffold_1652	17	29.0
scaffold_16520	1	1.0
scaffold_16522	4	4.0
scaffold_16525	2	2.0
scaffold_16526	3	3.0
scaffold_16527	8	11.0
scaffold_16528	12	22.0
scaffold_1653	11	14.0
scaffold_16530	3	8.0
scaffold_16536	16	18.0
scaffold_16539	1	1.0
scaffold_1654	15	17.0
scaffold_16541	4	6.0
scaffold_16544	4	5.0
scaffold_16547	3	6.0
scaffold_1655	8	9.0
scaffold_16550	3	5.0
scaffold_16551	1	2.0
scaffold_16554	1	1.0
scaffold_16555	1	1.0
scaffold_16556	1	1.0
scaffold_16559	1	1.0
scaffold_1656	54	78.0
scaffold_16560	1	2.0
scaffold_16561	1	1.0
scaffold_16562	3	4.0
scaffold_16566	2	2.0
scaffold_16569	76	106.0
scaffold_1657	10	12.0
scaffold_16575	1	1.0
scaffold_16576	5	9.0
scaffold_16577	1	1.0
scaffold_1658	10	12.0
scaffold_16581	3	15.0
scaffold_16584	2	2.0
scaffold_16586	1	1.0
scaffold_16589	1	1.0
scaffold_1659	5	6.0
scaffold_16594	2	6.0
scaffold_16597	2	2.0
scaffold_166	101	134.0
scaffold_1660	27	37.0
scaffold_16601	2	3.0
scaffold_1661	6	6.0
scaffold_16613	1	1.0
scaffold_16614	2	3.0
scaffold_16619	1	1.0
scaffold_1662	12	14.0
scaffold_16621	3	3.0
scaffold_16622	1	1.0
scaffold_1663	240	644.0
scaffold_16631	4	5.0
scaffold_16634	1	1.0
scaffold_16636	1	1.0
scaffold_16638	2	2.0
scaffold_16639	2	3.0
scaffold_1664	6	9.0
scaffold_16640	9	22.0
scaffold_16646	2	2.0
scaffold_16647	1	1.0
scaffold_16648	1	1.0
scaffold_16649	1	1.0
scaffold_1665	76	91.0
scaffold_16651	1	1.0
scaffold_16652	5	7.0
scaffold_16653	12	14.0
scaffold_16654	2	2.0
scaffold_16657	32	44.0
scaffold_16658	2	2.0
scaffold_16659	1	1.0
scaffold_1666	13	16.0
scaffold_16660	206	1066.0
scaffold_16663	1	1.0
scaffold_16664	1	2.0
scaffold_16665	2	2.0
scaffold_16666	1	1.0
scaffold_16668	1	1.0
scaffold_1667	28	43.0
scaffold_16671	1	1.0
scaffold_16675	19	31.0
scaffold_16676	1	1.0
scaffold_16679	4	4.0
scaffold_1668	18	75.0
scaffold_16681	6	6.0
scaffold_16682	1	2.0
scaffold_16684	1	2.0
scaffold_16689	1	1.0
scaffold_1669	18	24.0
scaffold_16690	44	73.0
scaffold_16691	3	4.0
scaffold_16693	1	1.0
scaffold_16695	1	2.0
scaffold_16696	2	2.0
scaffold_16699	6	8.0
scaffold_167	290	361.0
scaffold_1670	6	9.0
scaffold_16701	2	2.0
scaffold_16702	2	9.0
scaffold_16703	10	62.0
scaffold_16705	1	1.0
scaffold_16708	3	4.0
scaffold_16709	1	2.0
scaffold_1671	15	20.0
scaffold_16711	5	5.0
scaffold_16713	1	1.0
scaffold_16714	2	5.0
scaffold_16717	0	0.0
scaffold_16719	4	7.0
scaffold_1672	14	16.0
scaffold_16720	12	13.0
scaffold_16729	3	3.0
scaffold_1673	17	26.0
scaffold_16731	1	1.0
scaffold_16733	1	2.0
scaffold_1674	6	7.0
scaffold_16741	2	3.0
scaffold_16744	1	1.0
scaffold_16747	2	3.0
scaffold_16748	1	1.0
scaffold_1675	112	147.0
scaffold_16752	1	1.0
scaffold_16756	4	7.0
scaffold_1676	185	244.0
scaffold_16760	11	13.0
scaffold_16763	7	7.0
scaffold_16764	1	2.0
scaffold_1677	78	265.0
scaffold_16770	775	3359.0
scaffold_16771	8	14.0
scaffold_16772	4	5.0
scaffold_16776	1	2.0
scaffold_16777	4	4.0
scaffold_1678	27	38.0
scaffold_16781	1	1.0
scaffold_16785	2	2.0
scaffold_16787	1	2.0
scaffold_1679	4	6.0
scaffold_16790	2	4.0
scaffold_16791	25	35.0
scaffold_16793	1	1.0
scaffold_168	151	200.0
scaffold_1680	23	50.0
scaffold_16807	2	2.0
scaffold_1681	25	34.0
scaffold_16813	22	25.0
scaffold_16815	3	5.0
scaffold_16817	1	3.0
scaffold_16818	6	7.0
scaffold_16819	5	7.0
scaffold_1682	116	231.0
scaffold_16820	2	2.0
scaffold_16821	2	2.0
scaffold_16822	2	2.0
scaffold_16825	1	1.0
scaffold_16826	1	1.0
scaffold_16828	4	4.0
scaffold_1683	11	15.0
scaffold_16831	1	1.0
scaffold_16832	4	5.0
scaffold_16834	48	78.0
scaffold_16836	1	1.0
scaffold_16839	17	22.0
scaffold_1684	7	7.0
scaffold_16842	2	2.0
scaffold_16846	1	2.0
scaffold_16849	1	2.0
scaffold_1685	29	41.0
scaffold_16850	1	1.0
scaffold_16851	2	3.0
scaffold_16852	1	1.0
scaffold_16853	1	1.0
scaffold_16854	5	5.0
scaffold_16856	6	13.0
scaffold_16857	1	1.0
scaffold_1686	33	54.0
scaffold_16861	2	2.0
scaffold_16865	2	2.0
scaffold_16866	1	1.0
scaffold_1687	33	40.0
scaffold_16870	2	3.0
scaffold_16874	1	1.0
scaffold_16877	26	39.0
scaffold_16878	1	2.0
scaffold_1688	29	50.0
scaffold_16880	1	1.0
scaffold_16882	4	4.0
scaffold_16885	2	2.0
scaffold_16886	1	1.0
scaffold_1689	90	110.0
scaffold_16890	1	1.0
scaffold_16891	3	5.0
scaffold_16892	1	2.0
scaffold_16894	3	3.0
scaffold_16896	1	1.0
scaffold_16899	1	2.0
scaffold_169	166	217.0
scaffold_1690	2	3.0
scaffold_16900	1	1.0
scaffold_16905	71	111.0
scaffold_16906	1	2.0
scaffold_1691	19	25.0
scaffold_16910	3	4.0
scaffold_16912	1	1.0
scaffold_16913	3	3.0
scaffold_16915	1	1.0
scaffold_16918	1	1.0
scaffold_16919	2	2.0
scaffold_1692	5	6.0
scaffold_16921	1	1.0
scaffold_16923	1	2.0
scaffold_16925	2	2.0
scaffold_1693	8	13.0
scaffold_16931	2	4.0
scaffold_16932	3	3.0
scaffold_16933	1	1.0
scaffold_16934	1	2.0
scaffold_16935	4	8.0
scaffold_16936	4	4.0
scaffold_16939	1	1.0
scaffold_1694	11	15.0
scaffold_16942	2	2.0
scaffold_16945	1	1.0
scaffold_16948	98	177.0
scaffold_1695	30	37.0
scaffold_16950	2	3.0
scaffold_1696	14	20.0
scaffold_16960	4	7.0
scaffold_16962	1	1.0
scaffold_16963	2	5.0
scaffold_16965	2	2.0
scaffold_16968	9	11.0
scaffold_16969	1	1.0
scaffold_1697	3	3.0
scaffold_16970	2	2.0
scaffold_16971	2	3.0
scaffold_16972	2	2.0
scaffold_16973	154	367.0
scaffold_16975	3	3.0
scaffold_16976	1	1.0
scaffold_16978	1531	8414.0
scaffold_1698	24	29.0
scaffold_16982	1	1.0
scaffold_16983	1	1.0
scaffold_16987	1	1.0
scaffold_1699	5	8.0
scaffold_16992	1	1.0
scaffold_16997	1	1.0
scaffold_16999	1	1.0
scaffold_17	203	480.0
scaffold_170	27	45.0
scaffold_1700	6	8.0
scaffold_17000	5	5.0
scaffold_17001	0	0.0
scaffold_17003	1	1.0
scaffold_17008	2	2.0
scaffold_17009	1	1.0
scaffold_1701	14	22.0
scaffold_17011	2	2.0
scaffold_17015	1	2.0
scaffold_17016	3	3.0
scaffold_1702	16	17.0
scaffold_17022	1	2.0
scaffold_17023	31	71.0
scaffold_17026	7	10.0
scaffold_1703	10	12.0
scaffold_17031	3	3.0
scaffold_17032	3	4.0
scaffold_17033	6	7.0
scaffold_17035	1	1.0
scaffold_17037	35	45.0
scaffold_17038	140	303.0
scaffold_1704	19	22.0
scaffold_17042	1	2.0
scaffold_17043	1	1.0
scaffold_17046	5	8.0
scaffold_1705	16	58.0
scaffold_17050	3	3.0
scaffold_17051	3	6.0
scaffold_17058	1	1.0
scaffold_1706	18	20.0
scaffold_17062	1	1.0
scaffold_17063	4	5.0
scaffold_17066	2	3.0
scaffold_1707	2	3.0
scaffold_17071	2	2.0
scaffold_17075	3	4.0
scaffold_17078	1	2.0
scaffold_1708	52	66.0
scaffold_17081	1	1.0
scaffold_17083	2	2.0
scaffold_17089	2	3.0
scaffold_1709	59	81.0
scaffold_17092	1	2.0
scaffold_17093	16	30.0
scaffold_17094	1	1.0
scaffold_17098	1	1.0
scaffold_17099	1	1.0
scaffold_171	26	39.0
scaffold_1710	10	15.0
scaffold_17100	2	2.0
scaffold_17105	1	1.0
scaffold_17107	1	1.0
scaffold_1711	1	1.0
scaffold_17112	1	1.0
scaffold_17114	1	1.0
scaffold_17115	3	5.0
scaffold_17119	1	1.0
scaffold_1712	62	74.0
scaffold_17120	2	2.0
scaffold_17123	1	16.0
scaffold_17125	54	92.0
scaffold_17128	3	5.0
scaffold_1713	17	17.0
scaffold_17130	5	8.0
scaffold_17131	3	3.0
scaffold_17133	1	1.0
scaffold_17138	2	2.0
scaffold_1714	12	16.0
scaffold_17141	39	54.0
scaffold_17145	1	2.0
scaffold_17147	1	2.0
scaffold_17149	2	2.0
scaffold_1715	10	11.0
scaffold_17150	4	12.0
scaffold_17152	3	3.0
scaffold_17153	2	4.0
scaffold_17159	1	1.0
scaffold_1716	14	17.0
scaffold_17160	1	1.0
scaffold_17161	1	2.0
scaffold_17163	1	1.0
scaffold_17164	6	29.0
scaffold_17166	1	1.0
scaffold_17167	3	4.0
scaffold_1717	17	22.0
scaffold_17170	2	2.0
scaffold_17171	1	1.0
scaffold_17172	55	76.0
scaffold_17173	1	1.0
scaffold_17174	4	4.0
scaffold_17176	3	5.0
scaffold_1718	42	106.0
scaffold_17180	2	2.0
scaffold_17184	3	5.0
scaffold_17186	1	1.0
scaffold_17187	1	1.0
scaffold_17189	1	2.0
scaffold_1719	9	12.0
scaffold_17195	1	1.0
scaffold_17197	1	1.0
scaffold_17199	5	6.0
scaffold_172	126	2020.0
scaffold_1720	7	7.0
scaffold_17200	19	54.0
scaffold_17201	1	1.0
scaffold_17202	5	6.0
scaffold_17204	1	1.0
scaffold_17205	4	5.0
scaffold_1721	10	12.0
scaffold_17212	1	1.0
scaffold_17219	1	2.0
scaffold_1722	32	41.0
scaffold_17220	7	8.0
scaffold_17221	2	3.0
scaffold_17222	2	2.0
scaffold_17225	1	1.0
scaffold_1723	7	7.0
scaffold_17230	1	1.0
scaffold_1724	13	17.0
scaffold_17243	1	1.0
scaffold_17244	1	1.0
scaffold_17248	1	1.0
scaffold_1725	57	71.0
scaffold_17250	1	3.0
scaffold_17251	1	1.0
scaffold_17253	10	14.0
scaffold_17254	1	1.0
scaffold_17256	1	3.0
scaffold_17257	1	2.0
scaffold_1726	28	37.0
scaffold_17260	2	2.0
scaffold_17262	1	3.0
scaffold_17268	1	1.0
scaffold_1727	3	3.0
scaffold_17270	1	2.0
scaffold_17271	2	2.0
scaffold_17272	1	1.0
scaffold_17276	1	1.0
scaffold_17278	9	12.0
scaffold_1728	7	10.0
scaffold_17282	3	3.0
scaffold_17283	1	1.0
scaffold_17284	1	1.0
scaffold_17285	1	1.0
scaffold_17287	2	2.0
scaffold_1729	14	18.0
scaffold_17292	4	6.0
scaffold_17293	1	2.0
scaffold_17297	2	4.0
scaffold_173	147	180.0
scaffold_1730	2	4.0
scaffold_17300	101	214.0
scaffold_17301	2	2.0
scaffold_17304	2	2.0
scaffold_17307	2	2.0
scaffold_17308	8	16.0
scaffold_1731	8	18.0
scaffold_17312	1	1.0
scaffold_17314	4	4.0
scaffold_17316	1	1.0
scaffold_17319	1	1.0
scaffold_1732	4	8.0
scaffold_17321	1	1.0
scaffold_17324	2	3.0
scaffold_17328	1	1.0
scaffold_17329	176	281.0
scaffold_1733	41	51.0
scaffold_17331	1	1.0
scaffold_17332	1	1.0
scaffold_17333	1	1.0
scaffold_17336	1	1.0
scaffold_1734	4	6.0
scaffold_17341	1	1.0
scaffold_17342	2	2.0
scaffold_17347	1	1.0
scaffold_17348	1	1.0
scaffold_1735	12	16.0
scaffold_17350	1	1.0
scaffold_17351	19	22.0
scaffold_17356	251	463.0
scaffold_1736	30	45.0
scaffold_17361	2	2.0
scaffold_17362	8	15.0
scaffold_1737	6	6.0
scaffold_17371	6	16.0
scaffold_17373	2	3.0
scaffold_17374	1	2.0
scaffold_1738	15	17.0
scaffold_17382	3	3.0
scaffold_17386	2	2.0
scaffold_17387	2	2.0
scaffold_17388	2	4.0
scaffold_17389	1	1.0
scaffold_1739	46	67.0
scaffold_17390	24	35.0
scaffold_17394	1	1.0
scaffold_17395	6	7.0
scaffold_174	36	45.0
scaffold_1740	37	47.0
scaffold_17400	5	40.0
scaffold_17403	1	1.0
scaffold_17405	7	12.0
scaffold_17406	1	1.0
scaffold_17409	1	1.0
scaffold_1741	4	7.0
scaffold_17410	3	3.0
scaffold_17411	1	1.0
scaffold_17412	1	1.0
scaffold_17415	10	16.0
scaffold_17416	1	1.0
scaffold_17419	1	1.0
scaffold_1742	6	11.0
scaffold_17420	1	2.0
scaffold_17421	2	2.0
scaffold_17424	2	2.0
scaffold_17425	1	1.0
scaffold_17426	1	2.0
scaffold_17427	2	3.0
scaffold_17428	1	1.0
scaffold_1743	12	18.0
scaffold_17430	1	1.0
scaffold_17432	3	4.0
scaffold_17433	1	1.0
scaffold_17438	1	1.0
scaffold_17439	3	4.0
scaffold_1744	13	17.0
scaffold_17441	1	6.0
scaffold_17442	1	1.0
scaffold_17444	3	3.0
scaffold_17445	1	1.0
scaffold_17448	9	13.0
scaffold_1745	3	4.0
scaffold_17451	3	4.0
scaffold_17455	1	1.0
scaffold_17457	1	1.0
scaffold_17459	1	1.0
scaffold_1746	9	12.0
scaffold_17462	1	2.0
scaffold_17466	1	1.0
scaffold_1747	37	100.0
scaffold_17471	46	115.0
scaffold_17472	1	1.0
scaffold_17474	1	1.0
scaffold_17475	1	1.0
scaffold_17476	2	2.0
scaffold_17477	1	3.0
scaffold_17479	1	1.0
scaffold_1748	13	20.0
scaffold_17482	13	19.0
scaffold_17485	1	1.0
scaffold_1749	37	46.0
scaffold_17490	2	2.0
scaffold_17495	2	3.0
scaffold_17496	1	1.0
scaffold_17499	1	1.0
scaffold_175	57	72.0
scaffold_1750	36	46.0
scaffold_17500	2	3.0
scaffold_17502	18	31.0
scaffold_17504	1	1.0
scaffold_17507	2	2.0
scaffold_17508	2	2.0
scaffold_1751	3	3.0
scaffold_17510	6	10.0
scaffold_17512	2	2.0
scaffold_17513	8	8.0
scaffold_17515	1	1.0
scaffold_17517	3	3.0
scaffold_17518	114	195.0
scaffold_1752	21	23.0
scaffold_17520	21	36.0
scaffold_17521	5	9.0
scaffold_17522	13	38.0
scaffold_17529	6	7.0
scaffold_1753	26	29.0
scaffold_17532	42	55.0
scaffold_1754	10	31.0
scaffold_17540	1	1.0
scaffold_17541	3	5.0
scaffold_17542	3	4.0
scaffold_17544	1	1.0
scaffold_17545	1	1.0
scaffold_17547	1	1.0
scaffold_1755	13	15.0
scaffold_17550	2	2.0
scaffold_17556	65	137.0
scaffold_17557	2	5.0
scaffold_17558	1	1.0
scaffold_1756	105	170.0
scaffold_17561	2	2.0
scaffold_17562	1	1.0
scaffold_17563	2	2.0
scaffold_17564	1	1.0
scaffold_17566	1	1.0
scaffold_17568	2	3.0
scaffold_1757	15	18.0
scaffold_17570	1	1.0
scaffold_17571	3	4.0
scaffold_17572	1	2.0
scaffold_17573	1	1.0
scaffold_17574	2	3.0
scaffold_17576	1	2.0
scaffold_1758	4	7.0
scaffold_17581	1	1.0
scaffold_17582	1	1.0
scaffold_17587	2	2.0
scaffold_17588	1	1.0
scaffold_1759	13	16.0
scaffold_17590	1	1.0
